N,Time_N,Iout,Ibat,I3,Uout,Ubat,U3,Tcase,Error,State,Message,Flag,Manual,Trim,Relay,Input,Ndigits_AB,Tdigits_AB,N_KAN,Reg_1000_n,Uout_n,Iout_n,Mode_n,Uset_n,Iset_n,Uab_n,Uac_n,Ubc_n,T_n,Work_KAN,F_CAP_SUM_KIP,T_KKM1_HAWK,T_KKM2_HAWK,T_CASE_HAWK,T_AIR_HAWK,RELAY_STATE
6664,2023-06-04T15:13:49.737Z,0,0,0,0,19.15,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,241,0,0,23.2,1,0,23,23,23.2,22.1,1
6665,2023-06-04T15:13:50.739Z,0,0,0,0,19.14,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.06,0.01,Off,29,3,241,0,0,23.3,1,0,22,22,23.3,22.1,1
6666,2023-06-04T15:13:51.738Z,0,-0.01,0,0,19.14,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.06,0.01,Off,29,3,241,0,0,23.3,1,0,23,22,23.3,22,1
6667,2023-06-04T15:13:52.737Z,0,0,0,0,19.14,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.06,0.01,Off,29,3,241,0,0,23.3,1,0,23,22,23.3,22,1
6668,2023-06-04T15:13:53.750Z,0,-0.01,0,0,19.13,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,241,0,0,23.3,1,0,22,22,23.3,22,1
6669,2023-06-04T15:13:54.740Z,0,0,0,0,19.14,-0.01,2329.9,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,0.06,0.01,Off,29,3,241,0,0,23.3,1,0,23,22,23.3,22.1,1
6670,2023-06-04T15:13:55.750Z,0,0,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.06,0.01,Off,29,3,241,0,0,23.3,1,0,23,22,23.3,22.1,1
6671,2023-06-04T15:13:56.742Z,0,0,0,0,19.15,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.06,0.01,Off,29,3,242,0,0,23.3,1,0,23,22,23.3,22,1
6672,2023-06-04T15:13:57.747Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,242,0,0,23.2,1,0,22,22,23.2,22,1
6673,2023-06-04T15:13:58.744Z,0,0.01,0,0,19.15,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.06,0.01,Off,29,3,242,0,0,23.3,1,0,22,22,23.3,22,1
6674,2023-06-04T15:13:59.751Z,0,0.01,0,0,19.15,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.06,0.01,Off,29,3,242,0,0,23.3,1,0,22,22,23.3,22,1
6675,2023-06-04T15:14:00.729Z,0,0.01,0,0,19.15,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.06,0.01,Off,29,3,243,0,0,23.2,1,0,23,22,23.2,22,1
6676,2023-06-04T15:14:01.749Z,0,0.01,0,0,19.15,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,243,0,0,23.2,1,0,22,21,23.2,22,1
6677,2023-06-04T15:14:02.744Z,0,0.01,0,0,19.15,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.06,0.01,Off,29,3,243,0,0,23.3,1,0,23,22,23.3,22,1
6678,2023-06-04T15:14:03.746Z,0,0,0,0,19.14,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.06,0.01,Off,29,3,243,0,0,23.3,1,0,23,21,23.2,22,1
6679,2023-06-04T15:14:04.743Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.06,0,Off,29,3,243,0,0,23.2,1,0,23,22,23.3,22,1
6680,2023-06-04T15:14:05.752Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
6681,2023-06-04T15:14:06.745Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
6682,2023-06-04T15:14:07.753Z,0,0,0,0,19.14,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.3,1,0,23,22,23.3,22,1
6683,2023-06-04T15:14:08.729Z,0,-0.01,0,0,19.14,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,23,21,23.2,22,1
6684,2023-06-04T15:14:09.749Z,0,0.01,0,0,19.15,-0.01,2329.9,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.3,1,0,22,22,23.3,22,1
6685,2023-06-04T15:14:10.746Z,0,0,0,0,19.14,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22.1,1
6686,2023-06-04T15:14:11.766Z,0,0,0,0,19.14,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,22,21,23.2,22.1,1
6687,2023-06-04T15:14:12.745Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22.1,1
6688,2023-06-04T15:14:13.750Z,0,-0.01,0,0,19.14,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22.1,1
6689,2023-06-04T15:14:14.757Z,0,-0.01,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.3,1,0,23,22,23.3,22.1,1
6690,2023-06-04T15:14:15.740Z,0,0,0,0,19.14,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
6691,2023-06-04T15:14:16.739Z,0,-0.01,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.3,1,0,23,22,23.3,22.1,1
6692,2023-06-04T15:14:17.750Z,0,-0.01,0,0,19.14,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.3,1,0,23,22,23.3,22.1,1
6693,2023-06-04T15:14:18.745Z,0,-0.01,0,0,19.14,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.06,0,Off,29,3,244,0,0,23.3,1,0,23,22,23.3,22.1,1
6694,2023-06-04T15:14:19.739Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22.1,1
6695,2023-06-04T15:14:20.731Z,0,0,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,21,23.2,22.1,1
6696,2023-06-04T15:14:21.774Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,243,0,0,23.2,1,0,23,22,23.2,22.1,1
6697,2023-06-04T15:14:22.760Z,0,0,0,0,19.14,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.2,1,0,22,22,23.2,22.1,1
6698,2023-06-04T15:14:23.753Z,0,0,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.06,0.01,Off,29,3,243,0,0,23.3,1,0,23,22,23.3,22,1
6699,2023-06-04T15:14:24.747Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,22,22,23.2,22,1
6700,2023-06-04T15:14:25.752Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.06,0.01,Off,29,3,244,0,0,23.2,1,0,23,21,23.2,22,1
6701,2023-06-04T15:14:26.743Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
6702,2023-06-04T15:14:27.749Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
6703,2023-06-04T15:14:28.743Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,22,22,23.2,21.9,1
6704,2023-06-04T15:14:29.766Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
6705,2023-06-04T15:14:30.748Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,21,23.2,22,1
6706,2023-06-04T15:14:31.752Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,22,21,23.2,22,1
6707,2023-06-04T15:14:32.742Z,0,0,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,21,23.2,22,1
6708,2023-06-04T15:14:33.783Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
6709,2023-06-04T15:14:34.804Z,0,-0.01,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0,Off,29,3,244,0,0,23.3,1,0,22,22,23.3,22,1
6710,2023-06-04T15:14:35.771Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.2,1,0,23,22,23.2,22,1
6711,2023-06-04T15:14:36.731Z,0,0,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.3,1,0,22,21,23.3,21.9,1
6712,2023-06-04T15:14:37.753Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0,Off,29,3,243,0,0,23.2,1,0,23,22,23.2,22,1
6713,2023-06-04T15:14:38.738Z,0,-0.01,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.3,1,0,22,22,23.3,22,1
6714,2023-06-04T15:14:39.752Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.2,1,0,23,22,23.2,22,1
6715,2023-06-04T15:14:40.760Z,0,0,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0,Off,29,3,243,0,0,23.3,1,0,23,22,23.3,22,1
6716,2023-06-04T15:14:41.748Z,0,-0.01,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.3,1,0,23,22,23.3,22,1
6717,2023-06-04T15:14:43.255Z,0,0,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.2,1,0,23,22,23.2,22,1
6718,2023-06-04T15:14:44.248Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.2,1,0,23,22,23.2,22,1
6719,2023-06-04T15:14:45.383Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.2,1,0,22,22,23.2,22,1
6720,2023-06-04T15:14:46.265Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.2,1,0,23,22,23.2,22,1
6721,2023-06-04T15:14:47.278Z,0,-0.01,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.3,1,0,22,22,23.3,22,1
6722,2023-06-04T15:14:48.262Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.2,1,0,23,22,23.2,22,1
6723,2023-06-04T15:14:49.254Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.2,1,0,23,22,23.2,22,1
6724,2023-06-04T15:14:50.235Z,0,0,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.3,1,0,23,23,23.3,22,1
6725,2023-06-04T15:14:51.254Z,0,-0.01,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.3,1,0,23,22,23.3,22,1
6726,2023-06-04T15:14:52.236Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.2,1,0,23,22,23.2,22,1
6727,2023-06-04T15:14:53.259Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.2,1,0,23,22,23.2,22,1
6728,2023-06-04T15:14:54.247Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.2,1,0,23,22,23.2,22,1
6729,2023-06-04T15:14:55.250Z,0,-0.01,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.3,1,0,22,22,23.3,22,1
6730,2023-06-04T15:14:56.237Z,0,-0.01,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.3,1,0,22,22,23.3,22,1
6731,2023-06-04T15:14:57.254Z,0,0,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.3,1,0,23,22,23.3,22,1
6732,2023-06-04T15:14:58.245Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
6733,2023-06-04T15:14:59.253Z,0,0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.3,22,1
6734,2023-06-04T15:15:00.243Z,0,-0.01,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.3,1,0,23,22,23.3,22,1
6735,2023-06-04T15:15:01.258Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.2,1,0,22,22,23.2,22,1
6736,2023-06-04T15:15:02.258Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.2,1,0,23,21,23.2,22,1
6737,2023-06-04T15:15:03.254Z,0,0,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0,Off,29,3,243,0,0,23.3,1,0,23,22,23.3,22,1
6738,2023-06-04T15:15:04.246Z,0,-0.01,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.3,1,0,23,22,23.3,22,1
6739,2023-06-04T15:15:05.255Z,0,-0.01,0,0,19.16,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.3,1,0,22,22,23.3,22,1
6740,2023-06-04T15:15:06.251Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.2,1,0,23,22,23.2,22,1
6741,2023-06-04T15:15:07.305Z,0,0,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.2,1,0,22,22,23.2,22,1
6742,2023-06-04T15:15:08.249Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0,Off,29,3,242,0,0,23.2,1,0,22,22,23.2,22,1
6743,2023-06-04T15:15:09.253Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.2,1,0,22,22,23.2,22,1
6744,2023-06-04T15:15:10.249Z,0,0,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.3,1,0,23,22,23.3,22,1
6745,2023-06-04T15:15:11.244Z,0,-0.01,0,0,19.19,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.3,1,0,23,22,23.3,22,1
6746,2023-06-04T15:15:12.247Z,0,-0.01,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.3,1,0,23,22,23.2,22,1
6747,2023-06-04T15:15:13.260Z,0,-0.01,0,0,19.16,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.2,1,0,23,22,23.2,22,1
6748,2023-06-04T15:15:14.254Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.2,1,0,22,22,23.2,22,1
6749,2023-06-04T15:15:15.259Z,0,0,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.3,1,0,23,22,23.3,22,1
6750,2023-06-04T15:15:16.252Z,0,0,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.2,1,0,23,22,23.2,22,1
6751,2023-06-04T15:15:17.256Z,0,0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.2,1,0,22,22,23.2,22,1
6752,2023-06-04T15:15:18.235Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,241,0,0,23.2,1,0,23,22,23.2,22,1
6753,2023-06-04T15:15:19.253Z,0,0,0,0,19.18,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.2,1,0,23,22,23.2,22,1
6754,2023-06-04T15:15:20.245Z,0,0,0,0,19.18,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.3,1,0,23,22,23.3,22.1,1
6755,2023-06-04T15:15:21.253Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,242,0,0,23.2,1,0,22,21,23.2,22.1,1
6756,2023-06-04T15:15:22.246Z,0,0,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.3,1,0,23,22,23.3,22.1,1
6757,2023-06-04T15:15:23.259Z,0,0,0,0,19.18,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,243,0,0,23.2,1,0,22,22,23.2,22,1
6758,2023-06-04T15:15:24.243Z,0,0,0,0,19.18,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
6759,2023-06-04T15:15:25.249Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,22,22,23.2,22,1
6760,2023-06-04T15:15:26.232Z,0,0,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,22,22,23.2,22,1
6761,2023-06-04T15:15:27.254Z,0,-0.01,0,0,19.17,-0.01,2329.9,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.3,1,0,23,22,23.2,22,1
6762,2023-06-04T15:15:28.254Z,0,-0.01,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22.1,1
6763,2023-06-04T15:15:29.258Z,0,0,0,0,19.17,-0.01,2320,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.05,0.01,Off,29,3,244,0,0,23.2,1,0,23,22,23.2,22,1
