N,Time_N,Iout,Ibat,I3,Uout,Ubat,U3,Tcase,Error,State,Message,Flag,Manual,Trim,Relay,Input,Ndigits_AB,Tdigits_AB,N_KAN,Reg_1000_n,Uout_n,Iout_n,Mode_n,Uset_n,Iset_n,Uab_n,Uac_n,Ubc_n,T_n,Work_KAN,F_CAP_SUM_KIP,T_KKM1_HAWK,T_KKM2_HAWK,T_CASE_HAWK,T_AIR_HAWK,RELAY_STATE
2383,2023-06-04T14:02:26.659Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.4,1
2384,2023-06-04T14:02:27.665Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.4,1
2385,2023-06-04T14:02:28.658Z,0,0,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.4,1
2386,2023-06-04T14:02:29.661Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2387,2023-06-04T14:02:30.658Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2388,2023-06-04T14:02:31.660Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2389,2023-06-04T14:02:32.658Z,0,-0.01,0,0,22.35,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,21,21,22.6,21.3,1
2390,2023-06-04T14:02:33.661Z,0,0,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2391,2023-06-04T14:02:34.664Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.3,1
2392,2023-06-04T14:02:35.660Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.3,1
2393,2023-06-04T14:02:36.657Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,21,21,22.6,21.3,1
2394,2023-06-04T14:02:37.662Z,0,-0.01,0,0,22.35,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2395,2023-06-04T14:02:38.659Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2396,2023-06-04T14:02:39.662Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2397,2023-06-04T14:02:40.663Z,0,-0.01,0,0,22.35,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2398,2023-06-04T14:02:41.668Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2399,2023-06-04T14:02:42.668Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2400,2023-06-04T14:02:43.667Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2401,2023-06-04T14:02:44.660Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,21,21,22.6,21.3,1
2402,2023-06-04T14:02:45.666Z,0,0,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.3,1
2403,2023-06-04T14:02:46.669Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,21,21,22.6,21.3,1
2404,2023-06-04T14:02:47.658Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.3,1
2405,2023-06-04T14:02:48.664Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,21,21,22.6,21.2,1
2406,2023-06-04T14:02:49.666Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2407,2023-06-04T14:02:50.669Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,21,21,22.6,21.3,1
2408,2023-06-04T14:02:51.666Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2409,2023-06-04T14:02:52.658Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,21,21,22.6,21.3,1
2410,2023-06-04T14:02:53.660Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.2,1
2411,2023-06-04T14:02:54.668Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2412,2023-06-04T14:02:55.665Z,0,-0.01,0,0,22.35,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2413,2023-06-04T14:02:56.665Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,21,21,22.6,21.3,1
2414,2023-06-04T14:02:57.661Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,21,21,22.6,21.3,1
2415,2023-06-04T14:02:58.658Z,0,0,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,22,22.6,21.3,1
2416,2023-06-04T14:02:59.661Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,22,22.6,21.3,1
2417,2023-06-04T14:03:00.664Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0,Off,29,3,242,0,0,22.6,1,0,22,22,22.6,21.3,1
2418,2023-06-04T14:03:01.661Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,21,21,22.6,21.3,1
2419,2023-06-04T14:03:02.663Z,0,-0.01,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,21,22,22.6,21.3,1
2420,2023-06-04T14:03:03.658Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,21,21,22.6,21.3,1
2421,2023-06-04T14:03:04.668Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2422,2023-06-04T14:03:05.661Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,21,21,22.6,21.3,1
2423,2023-06-04T14:03:06.659Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,21,21,22.6,21.3,1
2424,2023-06-04T14:03:07.661Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2425,2023-06-04T14:03:08.660Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,21,21,22.6,21.3,1
2426,2023-06-04T14:03:09.662Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,21,21,22.6,21.3,1
2427,2023-06-04T14:03:10.658Z,0,0,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2428,2023-06-04T14:03:11.661Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2429,2023-06-04T14:03:12.659Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2430,2023-06-04T14:03:13.669Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2431,2023-06-04T14:03:14.669Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2432,2023-06-04T14:03:15.666Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,21,21,22.6,21.3,1
2433,2023-06-04T14:03:16.658Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,21,21,22.6,21.3,1
2434,2023-06-04T14:03:17.667Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,22,22.6,21.3,1
2435,2023-06-04T14:03:18.669Z,0,-0.03,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2436,2023-06-04T14:03:19.662Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.3,1
2437,2023-06-04T14:03:20.669Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,22,22.6,21.3,1
2438,2023-06-04T14:03:21.664Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2439,2023-06-04T14:03:22.665Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,22,22.6,21.3,1
2440,2023-06-04T14:03:23.662Z,0,-0.01,0,0,22.35,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2441,2023-06-04T14:03:24.669Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,21,21,22.6,21.3,1
2442,2023-06-04T14:03:25.667Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.3,1
2443,2023-06-04T14:03:26.665Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.3,1
2444,2023-06-04T14:03:27.661Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2445,2023-06-04T14:03:28.658Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2446,2023-06-04T14:03:29.667Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,22,22.6,21.3,1
2447,2023-06-04T14:03:30.679Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0,Off,29,3,240,0,0,22.6,1,0,21,22,22.6,21.3,1
2448,2023-06-04T14:03:31.666Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,22,22.6,21.3,1
2449,2023-06-04T14:03:32.671Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.4,1
2450,2023-06-04T14:03:33.666Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,22,22.6,21.4,1
2451,2023-06-04T14:03:34.669Z,0,0,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,21,21,22.6,21.4,1
2452,2023-06-04T14:03:35.668Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.4,1
2453,2023-06-04T14:03:36.670Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.4,1
2454,2023-06-04T14:03:37.661Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.4,1
2455,2023-06-04T14:03:38.658Z,0,-0.01,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,22,21,22.6,21.4,1
2456,2023-06-04T14:03:39.671Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2457,2023-06-04T14:03:40.659Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,21,21,22.6,21.3,1
2458,2023-06-04T14:03:41.662Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,21,21,22.6,21.3,1
2459,2023-06-04T14:03:42.670Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2460,2023-06-04T14:03:43.668Z,0,-0.01,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2461,2023-06-04T14:03:44.659Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2462,2023-06-04T14:03:45.666Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2463,2023-06-04T14:03:46.659Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2464,2023-06-04T14:03:47.667Z,0,-0.01,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2465,2023-06-04T14:03:48.659Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,21,21,22.6,21.3,1
2466,2023-06-04T14:03:49.663Z,0,0,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,22,21,22.6,21.3,1
2467,2023-06-04T14:03:50.665Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2468,2023-06-04T14:03:51.662Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2469,2023-06-04T14:03:52.670Z,0,0,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,21,21,22.6,21.3,1
2470,2023-06-04T14:03:53.667Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,22.6,1,0,21,22,22.6,21.3,1
2471,2023-06-04T14:03:54.664Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,21,22.6,21.3,1
2472,2023-06-04T14:03:55.662Z,0,-0.01,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,22.6,1,0,22,22,22.6,21.3,1
2473,2023-06-04T14:03:56.675Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,21,21,22.6,21.3,1
2474,2023-06-04T14:03:57.661Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,22.6,1,0,21,21,22.6,21.3,1
2475,2023-06-04T14:03:58.659Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2476,2023-06-04T14:03:59.666Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2477,2023-06-04T14:04:00.659Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2478,2023-06-04T14:04:01.663Z,0,-0.01,0,0,22.38,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,22,21,22.6,21.3,1
2479,2023-06-04T14:04:02.670Z,0,-0.01,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,21,21,22.6,21.3,1
2480,2023-06-04T14:04:03.661Z,0,-0.03,0,0,22.37,-0.01,2260,Ошибок нет!,RELAX_30m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,22.6,1,0,21,21,22.6,21.3,1
