N,I_Real,SOC,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear,squared_Err_non_linear,SOC,,,,,,
13296,1.56,0.989926,27.61,27.8285,27.7742,78.9191,44.3671,-247977,-283775,0.21852,0.0477509904,0.989926,,,,,,
13297,1.61,0.989932,27.61,27.8307,27.7762,78.9191,44.3671,-247775,-283574,0.220667,0.048693924889,0.989932,,,,,,
13298,1.56,0.989938,27.61,27.8286,27.774,78.9191,44.3671,-247879,-283675,0.218627,0.047797765129,0.989938,,,,,,
13299,1.56,0.989944,27.61,27.8287,27.7739,78.9191,44.3671,-247778,-283575,0.218678,0.047820067684,0.989944,,,,,,
13300,1.61,0.98995,27.61,27.8308,27.776,78.9192,44.3671,-247780,-283575,0.220826,0.048764122276,0.98995,,,,,,
13301,1.5,0.989955,27.61,27.8263,27.7713,78.9192,44.3671,-247883,-283676,0.216269,0.046772280361,0.989955,,,,,,
13302,1.61,0.989961,27.62,27.8309,27.7758,78.9192,44.3067,-247660,-283455,0.210929,0.044491043041,0.989961,,,,,,
13303,1.61,0.989967,27.61,27.831,27.7757,78.9192,44.3671,-247886,-283677,0.220984,0.048833928256,0.989967,,,,,,
13304,1.5,0.989973,27.61,27.8264,27.7711,78.9193,44.3671,-247887,-283678,0.216427,0.046840646329,0.989973,,,,,,
13305,1.56,0.989978,27.61,27.829,27.7735,78.9193,44.3671,-247665,-283456,0.218991,0.047957058081,0.989978,,,,,,
13306,1.61,0.989984,27.62,27.8311,27.7755,78.9193,44.3067,-247788,-283577,0.211139,0.044579677321,0.989984,,,,,,
13307,1.5,0.98999,27.61,27.8266,27.7708,78.9193,44.3671,-247891,-283679,0.216582,0.046907762724,0.98999,,,,,,
13308,1.66,0.989996,27.62,27.8333,27.7775,78.9194,44.3067,-247669,-283457,0.213336,0.045512248896,0.989996,,,,,,
13309,1.61,0.990002,27.62,27.8313,27.7753,78.9194,44.3067,-247996,-283780,0.211299,0.044647267401,0.990002,,,,,,
13310,1.5,0.990008,27.61,27.8267,27.7706,78.9194,44.3671,-247896,-283680,0.216742,0.046977094564,0.990008,,,,,,
13311,1.66,0.990014,27.63,27.8335,27.7773,78.9194,44.2463,-247673,-283458,0.203496,0.041410622016,0.990014,,,,,,
13312,1.56,0.99002,27.62,27.8294,27.773,78.9195,44.3067,-248000,-283781,0.209361,0.043832028321,0.99002,,,,,,
13313,1.56,0.990025,27.61,27.8294,27.7729,78.9195,44.3671,-247798,-283580,0.219412,0.048141625744,0.990025,,,,,,
13314,1.61,0.990031,27.62,27.8316,27.775,78.9195,44.3067,-247800,-283580,0.211562,0.044758479844,0.990031,,,,,,
13315,1.5,0.990037,27.61,27.827,27.7703,78.9195,44.3671,-247903,-283682,0.217005,0.047091170025,0.990037,,,,,,
13316,1.61,0.990043,27.63,27.8317,27.7748,78.9196,44.2463,-247681,-283460,0.201665,0.040668772225,0.990043,,,,,,
13317,1.5,0.990048,27.61,27.8271,27.7701,78.9196,44.3671,-247906,-283682,0.217108,0.047135883664,0.990048,,,,,,
13318,1.5,0.990054,27.61,27.8272,27.7701,78.9196,44.3671,-247683,-283461,0.217158,0.047157596964,0.990054,,,,,,
13319,1.56,0.99006,27.61,27.8297,27.7725,78.9196,44.3671,-247685,-283461,0.219723,0.048278196729,0.99006,,,,,,
13320,1.56,0.990066,27.62,27.8298,27.7724,78.9197,44.3067,-247808,-283583,0.209775,0.044005550625,0.990066,,,,,,
13321,1.56,0.990071,27.62,27.8298,27.7724,78.9197,44.3067,-247810,-283583,0.209826,0.044026950276,0.990071,,,,,,
13322,1.61,0.990077,27.61,27.832,27.7744,78.9197,44.3671,-247811,-283583,0.221974,0.049272456676,0.990077,,,,,,
13323,1.61,0.990083,27.62,27.832,27.7743,78.9197,44.3067,-247914,-283685,0.212029,0.044956296841,0.990083,,,,,,
13324,1.5,0.990089,27.61,27.8275,27.7696,78.9198,44.3671,-247916,-283685,0.217473,0.047294505729,0.990089,,,,,,
13325,1.56,0.990095,27.61,27.83,27.7721,78.9198,44.3671,-247693,-283463,0.220036,0.048415841296,0.990095,,,,,,
13326,1.56,0.9901,27.61,27.8301,27.772,78.9198,44.3671,-247817,-283585,0.220088,0.048438727744,0.9901,,,,,,
13327,1.5,0.990106,27.61,27.8276,27.7694,78.9198,44.3671,-247818,-283585,0.217627,0.047361511129,0.990106,,,,,,
13328,1.45,0.990111,27.61,27.8256,27.7672,78.9199,44.3671,-247698,-283464,0.215583,0.046476029889,0.990111,,,,,,
13329,1.56,0.990117,27.61,27.8302,27.7718,78.9199,44.3671,-247597,-283364,0.220238,0.048504776644,0.990117,,,,,,
13330,1.61,0.990123,27.63,27.8324,27.7738,78.9199,44.2463,-247823,-283586,0.202386,0.040960092996,0.990123,,,,,,
13331,1.5,0.990129,27.61,27.8278,27.7691,78.9199,44.3671,-247926,-283687,0.217831,0.047450344561,0.990129,,,,,,
13332,1.5,0.990134,27.61,27.8279,27.769,78.92,44.3671,-247703,-283466,0.217881,0.047472130161,0.990134,,,,,,
13333,1.61,0.99014,27.62,27.8325,27.7736,78.92,44.3067,-247705,-283466,0.212541,0.045173676681,0.99014,,,,,,
13334,1.61,0.990146,27.62,27.8326,27.7735,78.92,44.3067,-247930,-283688,0.212594,0.045196208836,0.990146,,,,,,
13335,1.5,0.990152,27.61,27.828,27.7688,78.92,44.3671,-247931,-283689,0.218037,0.047540133369,0.990152,,,,,,
13336,1.56,0.990157,27.61,27.8306,27.7713,78.9201,44.3671,-247709,-283467,0.220603,0.048665683609,0.990157,,,,,,
13337,1.61,0.990163,27.62,27.8328,27.7733,78.9201,44.3067,-247832,-283589,0.21275,0.0452625625,0.990163,,,,,,
13338,1.5,0.990169,27.61,27.8282,27.7686,78.9201,44.3671,-247936,-283690,0.218194,0.047608621636,0.990169,,,,,,
13339,1.5,0.990175,27.61,27.8282,27.7685,78.9201,44.3671,-247713,-283468,0.218243,0.047630007049,0.990175,,,,,,
13340,1.61,0.990181,27.62,27.8329,27.7731,78.9202,44.3067,-247715,-283469,0.212903,0.045327687409,0.990181,,,,,,
13341,1.56,0.990186,27.62,27.8309,27.7709,78.9202,44.3067,-247940,-283691,0.210862,0.044462783044,0.990186,,,,,,
13342,1.51,0.990192,27.63,27.8288,27.7688,78.9202,44.2463,-247840,-283590,0.198819,0.039528994761,0.990192,,,,,,
13343,1.56,0.990198,27.61,27.831,27.7708,78.9202,44.3671,-247739,-283490,0.220963,0.048824647369,0.990198,,,,,,
13344,1.51,0.990203,27.62,27.8289,27.7686,78.9203,44.3067,-247842,-283591,0.208922,0.043648402084,0.990203,,,,,,
13345,1.61,0.990209,27.62,27.8332,27.7727,78.9203,44.3067,-247742,-283491,0.213162,0.045438038244,0.990209,,,,,,
13346,1.56,0.990215,27.62,27.8311,27.7706,78.9203,44.3067,-247947,-283693,0.21112,0.0445716544,0.990215,,,,,,
13347,1.56,0.990221,27.63,27.8312,27.7705,78.9203,44.2463,-247847,-283592,0.201171,0.040469771241,0.990221,,,,,,
13348,1.56,0.990227,27.63,27.8312,27.7705,78.9204,44.2463,-247848,-283593,0.201224,0.040491098176,0.990227,,,,,,
13349,1.51,0.990232,27.63,27.8292,27.7683,78.9204,44.2463,-247850,-283593,0.199182,0.039673469124,0.990232,,,,,,
13350,1.51,0.990238,27.63,27.8292,27.7683,78.9204,44.2463,-247749,-283492,0.199231,0.039692991361,0.990238,,,,,,
13351,1.56,0.990244,27.63,27.8314,27.7703,78.9204,44.2463,-247751,-283493,0.201377,0.040552696129,0.990244,,,,,,
13352,1.45,0.990249,27.61,27.8268,27.7656,78.9205,44.3671,-247854,-283594,0.21682,0.0470109124,0.990249,,,,,,
13353,1.61,0.990255,27.62,27.8336,27.7722,78.9205,44.3067,-247631,-283372,0.213572,0.045612999184,0.990255,,,,,,
13354,1.56,0.990261,27.62,27.8315,27.7701,78.9205,44.3067,-247958,-283695,0.211532,0.044745787024,0.990261,,,,,,
13355,1.51,0.990266,27.62,27.8295,27.7679,78.9205,44.3067,-247858,-283595,0.209489,0.043885641121,0.990266,,,,,,
13356,1.56,0.990272,27.61,27.8316,27.7699,78.9206,44.3671,-247758,-283494,0.221633,0.049121186689,0.990272,,,,,,
13357,1.51,0.990278,27.62,27.8296,27.7678,78.9206,44.3067,-247861,-283596,0.209592,0.043928806464,0.990278,,,,,,
13358,1.5,0.990283,27.61,27.8292,27.7673,78.9206,44.3671,-247760,-283495,0.219222,0.048058285284,0.990283,,,,,,
13359,1.56,0.990289,27.62,27.8318,27.7697,78.9206,44.3067,-247742,-283475,0.211785,0.044852886225,0.990289,,,,,,
13360,1.45,0.990294,27.61,27.8272,27.7651,78.9207,44.3671,-247865,-283597,0.217229,0.047188438441,0.990294,,,,,,
13361,1.5,0.9903,27.61,27.8294,27.7671,78.9207,44.3671,-247643,-283375,0.219372,0.048124074384,0.9903,,,,,,
13362,1.51,0.990306,27.62,27.8298,27.7674,78.9207,44.3067,-247746,-283476,0.209842,0.044033664964,0.990306,,,,,,
13363,1.56,0.990311,27.63,27.832,27.7695,78.9207,44.2463,-247767,-283497,0.201985,0.040797940225,0.990311,,,,,,
13364,1.56,0.990317,27.62,27.832,27.7694,78.9208,44.3067,-247871,-283598,0.212039,0.044960537521,0.990317,,,,,,
13365,1.61,0.990323,27.62,27.8342,27.7714,78.9208,44.3067,-247872,-283598,0.214187,0.045876070969,0.990323,,,,,,
13366,1.51,0.990329,27.62,27.83,27.7672,78.9208,44.3067,-247975,-283700,0.21005,0.0441210025,0.990329,,,,,,
13367,1.61,0.990335,27.62,27.8343,27.7713,78.9208,44.3067,-247773,-283498,0.21429,0.0459202041,0.990335,,,,,,
13368,1.5,0.99034,27.61,27.8297,27.7666,78.9209,44.3671,-247978,-283700,0.219735,0.048283470225,0.99034,,,,,,
13369,1.56,0.990346,27.62,27.8323,27.7691,78.9209,44.3067,-247756,-283479,0.212298,0.045070440804,0.990346,,,,,,
13370,1.51,0.990352,27.62,27.8303,27.7669,78.9209,44.3067,-247879,-283600,0.210256,0.044207585536,0.990352,,,,,,
13371,1.5,0.990357,27.61,27.8299,27.7664,78.9209,44.3671,-247779,-283500,0.219885,0.048349413225,0.990357,,,,,,
13372,1.5,0.990363,27.61,27.8299,27.7663,78.9209,44.3671,-247760,-283480,0.219937,0.048372283969,0.990363,,,,,,
13373,1.51,0.990368,27.62,27.8304,27.7667,78.921,44.3067,-247761,-283480,0.210406,0.044270684836,0.990368,,,,,,
13374,1.56,0.990374,27.61,27.8326,27.7687,78.921,44.3671,-247783,-283500,0.22255,0.0495285025,0.990374,,,,,,
13375,1.45,0.99038,27.61,27.828,27.764,78.921,44.3671,-247886,-283602,0.217995,0.047521820025,0.99038,,,,,,
13376,1.5,0.990385,27.61,27.8301,27.7661,78.921,44.3671,-247664,-283380,0.220137,0.048460298769,0.990385,,,,,,
13377,1.56,0.990391,27.62,27.8327,27.7685,78.9211,44.3067,-247767,-283481,0.212701,0.045241715401,0.990391,,,,,,
13378,1.51,0.990396,27.63,27.8307,27.7664,78.9211,44.2463,-247890,-283603,0.20066,0.0402644356,0.990396,,,,,,
13379,1.51,0.990402,27.62,27.8307,27.7663,78.9211,44.3067,-247790,-283502,0.210709,0.044398282681,0.990402,,,,,,
13380,1.61,0.990408,27.62,27.8349,27.7704,78.9211,44.3067,-247791,-283502,0.214949,0.046203072601,0.990408,,,,,,
13381,1.56,0.990414,27.62,27.8329,27.7683,78.9212,44.3067,-247996,-283705,0.212907,0.045329390649,0.990414,,,,,,
13382,1.45,0.990419,27.61,27.8284,27.7636,78.9212,44.3671,-247896,-283604,0.218352,0.047677595904,0.990419,,,,,,
13383,1.56,0.990425,27.62,27.833,27.7681,78.9212,44.3067,-247673,-283382,0.213008,0.045372408064,0.990425,,,,,,
13384,1.56,0.990431,27.61,27.8331,27.768,78.9212,44.3671,-247899,-283605,0.223059,0.049755317481,0.990431,,,,,,
13385,1.56,0.990437,27.63,27.8331,27.768,78.9213,44.2463,-247900,-283605,0.203113,0.041254890769,0.990437,,,,,,
13386,1.56,0.990442,27.62,27.8332,27.7679,78.9213,44.3067,-247901,-283605,0.213164,0.045438890896,0.990442,,,,,,
13387,1.56,0.990448,27.63,27.8332,27.7679,78.9213,44.2463,-247903,-283606,0.203216,0.041296742656,0.990448,,,,,,
13388,1.5,0.990454,27.61,27.8308,27.7653,78.9213,44.3671,-247904,-283606,0.220753,0.048731887009,0.990454,,,,,,
13389,1.56,0.990459,27.62,27.8333,27.7677,78.9214,44.3067,-247784,-283485,0.213319,0.045504995761,0.990459,,,,,,
13390,1.5,0.990465,27.61,27.8309,27.7651,78.9214,44.3671,-247907,-283607,0.220856,0.048777372736,0.990465,,,,,,
13391,1.51,0.990471,27.62,27.8313,27.7655,78.9214,44.3067,-247786,-283486,0.211326,0.044658678276,0.990471,,,,,,
13392,1.5,0.990476,27.61,27.831,27.765,78.9214,44.3671,-247808,-283507,0.220957,0.048821995849,0.990476,,,,,,
13393,1.56,0.990482,27.62,27.8335,27.7675,78.9215,44.3067,-247789,-283487,0.213521,0.045591217441,0.990482,,,,,,
13394,1.45,0.990487,27.61,27.829,27.7628,78.9215,44.3671,-247913,-283608,0.218964,0.047945233296,0.990487,,,,,,
13395,1.56,0.990493,27.61,27.8336,27.7673,78.9215,44.3671,-247690,-283386,0.22362,0.0500059044,0.990493,,,,,,
13396,1.45,0.990498,27.61,27.8291,27.7626,78.9215,44.3671,-247915,-283609,0.219065,0.047989474225,0.990498,,,,,,
13397,1.56,0.990504,27.63,27.8337,27.7672,78.9215,44.2463,-247693,-283387,0.203721,0.041502245841,0.990504,,,,,,
13398,1.56,0.99051,27.63,27.8338,27.7671,78.9216,44.2463,-247918,-283609,0.203773,0.041523435529,0.99051,,,,,,
13399,1.51,0.990516,27.62,27.8317,27.765,78.9216,44.3067,-247920,-283610,0.211732,0.044830439824,0.990516,,,,,,
13400,1.5,0.990521,27.61,27.8314,27.7645,78.9216,44.3671,-247819,-283509,0.221362,0.049001135044,0.990521,,,,,,
13401,1.51,0.990527,27.62,27.8318,27.7648,78.9216,44.3067,-247800,-283489,0.211831,0.044872372561,0.990527,,,,,,
13402,1.56,0.990533,27.63,27.834,27.7669,78.9217,44.2463,-247822,-283510,0.203977,0.041606616529,0.990533,,,,,,
13403,1.51,0.990538,27.63,27.8319,27.7647,78.9217,44.2463,-247925,-283611,0.201934,0.040777340356,0.990538,,,,,,
13404,1.56,0.990544,27.63,27.8341,27.7668,78.9217,44.2463,-247825,-283511,0.204078,0.041647830084,0.990544,,,,,,
13405,1.56,0.99055,27.62,27.8341,27.7667,78.9217,44.3067,-247928,-283612,0.214131,0.045852085161,0.99055,,,,,,
13406,1.51,0.990555,27.62,27.8321,27.7645,78.9218,44.3067,-247929,-283612,0.212088,0.044981319744,0.990555,,,,,,
13407,1.56,0.990561,27.62,27.8342,27.7666,78.9218,44.3067,-247829,-283512,0.214232,0.045895349824,0.990561,,,,,,
13408,1.51,0.990567,27.62,27.8322,27.7644,78.9218,44.3067,-247932,-283613,0.212191,0.045025020481,0.990567,,,,,,
13409,1.45,0.990572,27.61,27.8297,27.7618,78.9218,44.3671,-247832,-283512,0.219727,0.048279954529,0.990572,,,,,,
13410,1.56,0.990578,27.62,27.8344,27.7664,78.9219,44.3067,-247711,-283391,0.214383,0.045960070689,0.990578,,,,,,
13411,1.4,0.990583,27.61,27.8277,27.7596,78.9219,44.3671,-247936,-283614,0.217732,0.047407223824,0.990583,,,,,,
13412,1.5,0.990589,27.61,27.832,27.7637,78.9219,44.3671,-247612,-283291,0.221968,0.049269793024,0.990589,,,,,,
13413,1.56,0.990594,27.63,27.8345,27.7662,78.9219,44.2463,-247817,-283493,0.204532,0.041833339024,0.990594,,,,,,
13414,1.46,0.9906,27.62,27.8304,27.7619,78.922,44.3067,-247940,-283615,0.210395,0.044266056025,0.9906,,,,,,
13415,1.51,0.990605,27.62,27.8325,27.764,78.922,44.3067,-247738,-283413,0.212539,0.045172826521,0.990605,,,,,,
13416,1.51,0.990611,27.62,27.8326,27.7639,78.922,44.3067,-247841,-283514,0.21259,0.0451945081,0.990611,,,,,,
13417,1.51,0.990617,27.63,27.8326,27.7638,78.922,44.2463,-247843,-283515,0.20264,0.0410629696,0.990617,,,,,,
13418,1.56,0.990622,27.63,27.8348,27.7659,78.922,44.2463,-247844,-283515,0.204784,0.041936486656,0.990622,,,,,,
13419,1.51,0.990628,27.62,27.8327,27.7637,78.9221,44.3067,-247947,-283616,0.212743,0.045259584049,0.990628,,,,,,
13420,1.45,0.990633,27.61,27.8303,27.7611,78.9221,44.3671,-247847,-283516,0.220278,0.048522397284,0.990633,,,,,,
13421,1.56,0.990639,27.63,27.8349,27.7657,78.9221,44.2463,-247726,-283395,0.204934,0.041997944356,0.990639,,,,,,
13422,1.51,0.990645,27.62,27.8329,27.7635,78.9221,44.3067,-247952,-283617,0.212893,0.045323429449,0.990645,,,,,,
13423,1.51,0.99065,27.62,27.8329,27.7635,78.9222,44.3067,-247851,-283517,0.212943,0.045344721249,0.99065,,,,,,
13424,1.56,0.990656,27.63,27.8351,27.7655,78.9222,44.2463,-247853,-283517,0.205087,0.042060677569,0.990656,,,,,,
13425,1.4,0.990661,27.61,27.8284,27.7587,78.9222,44.3671,-247956,-283618,0.218436,0.047714286096,0.990661,,,,,,
13426,1.51,0.990667,27.62,27.8331,27.7633,78.9222,44.3067,-247631,-283296,0.213092,0.045408200464,0.990667,,,,,,
13427,1.51,0.990673,27.63,27.8331,27.7632,78.9223,44.2463,-247857,-283518,0.203143,0.041267078449,0.990673,,,,,,
13428,1.51,0.990678,27.62,27.8332,27.7632,78.9223,44.3067,-247858,-283518,0.213193,0.045451255249,0.990678,,,,,,
13429,1.56,0.990684,27.62,27.8353,27.7652,78.9223,44.3067,-247859,-283519,0.215337,0.046370023569,0.990684,,,,,,
13430,1.46,0.990689,27.63,27.8312,27.761,78.9223,44.2463,-247963,-283620,0.2012,0.04048144,0.990689,,,,,,
13431,1.51,0.990695,27.63,27.8333,27.763,78.9224,44.2463,-247760,-283418,0.203344,0.041348782336,0.990695,,,,,,
13432,1.5,0.990701,27.61,27.833,27.7625,78.9224,44.3671,-247864,-283520,0.222975,0.049717850625,0.990701,,,,,,
13433,1.46,0.990706,27.62,27.8313,27.7608,78.9224,44.3067,-247845,-283500,0.211348,0.044667977104,0.990706,,,,,,
13434,1.45,0.990711,27.61,27.831,27.7603,78.9224,44.3671,-247765,-283419,0.220978,0.048831276484,0.990711,,,,,,
13435,1.51,0.990717,27.63,27.8335,27.7627,78.9224,44.2463,-247746,-283399,0.203542,0.041429345764,0.990717,,,,,,
13436,1.4,0.990722,27.61,27.829,27.7581,78.9225,44.3671,-247869,-283521,0.218981,0.047952678361,0.990722,,,,,,
13437,1.56,0.990728,27.62,27.8357,27.7647,78.9225,44.3067,-247646,-283299,0.215733,0.046540727289,0.990728,,,,,,
13438,1.51,0.990733,27.63,27.8337,27.7625,78.9225,44.2463,-247973,-283622,0.203691,0.041490023481,0.990733,,,,,,
13439,1.4,0.990739,27.61,27.8291,27.7579,78.9225,44.3671,-247873,-283522,0.21913,0.0480179569,0.990739,,,,,,
13440,1.51,0.990744,27.63,27.8338,27.7624,78.9226,44.2463,-247651,-283300,0.203788,0.041529548944,0.990744,,,,,,
13441,1.5,0.99075,27.61,27.8334,27.7619,78.9226,44.3671,-247876,-283522,0.223418,0.049915602724,0.99075,,,,,,
13442,1.46,0.990755,27.63,27.8318,27.7602,78.9226,44.2463,-247857,-283502,0.201793,0.040720414849,0.990755,,,,,,
13443,1.51,0.990761,27.63,27.8339,27.7622,78.9226,44.2463,-247777,-283422,0.203937,0.041590299969,0.990761,,,,,,
13444,1.5,0.990766,27.61,27.8336,27.7618,78.9226,44.3671,-247880,-283523,0.223567,0.049982203489,0.990766,,,,,,
13445,1.51,0.990772,27.62,27.834,27.7621,78.9227,44.3067,-247861,-283503,0.214038,0.045812265444,0.990772,,,,,,
13446,1.4,0.990777,27.61,27.8295,27.7574,78.9227,44.3671,-247883,-283524,0.219477,0.048170153529,0.990777,,,,,,
13447,1.5,0.990783,27.61,27.8337,27.7616,78.9227,44.3671,-247660,-283302,0.223714,0.050047953796,0.990783,,,,,,
13448,1.51,0.990788,27.63,27.8342,27.7619,78.9227,44.2463,-247865,-283504,0.204185,0.041691514225,0.990788,,,,,,
13449,1.46,0.990794,27.62,27.8321,27.7598,78.9228,44.3067,-247887,-283525,0.212138,0.045002531044,0.990794,,,,,,
13450,1.46,0.990799,27.62,27.8322,27.7597,78.9228,44.3067,-247786,-283424,0.212188,0.045023747344,0.990799,,,,,,
13451,1.51,0.990805,27.62,27.8343,27.7617,78.9228,44.3067,-247788,-283424,0.214332,0.045938206224,0.990805,,,,,,
13452,1.51,0.99081,27.63,27.8344,27.7617,78.9228,44.2463,-247891,-283525,0.204383,0.041772410689,0.99081,,,,,,
13453,1.4,0.990816,27.61,27.8298,27.757,78.9229,44.3671,-247892,-283526,0.219823,0.048322151329,0.990816,,,,,,
13454,1.4,0.990821,27.62,27.8299,27.7569,78.9229,44.3067,-247670,-283304,0.20987,0.0440454169,0.990821,,,,,,
13455,1.45,0.990826,27.61,27.832,27.759,78.9229,44.3671,-247671,-283304,0.222012,0.049289328144,0.990826,,,,,,
13456,1.45,0.990831,27.61,27.8321,27.7589,78.9229,44.3671,-247774,-283405,0.22206,0.0493106436,0.990831,,,,,,
13457,1.45,0.990837,27.61,27.8321,27.7588,78.9229,44.3671,-247775,-283406,0.222109,0.049332407881,0.990837,,,,,,
13458,1.46,0.990842,27.62,27.8326,27.7592,78.923,44.3067,-247777,-283406,0.212575,0.045188130625,0.990842,,,,,,
13459,1.35,0.990847,27.61,27.828,27.7545,78.923,44.3671,-247798,-283426,0.218016,0.047530976256,0.990847,,,,,,
13460,1.46,0.990853,27.63,27.8327,27.7591,78.923,44.2463,-247576,-283205,0.202668,0.041074318224,0.990853,,,,,,
13461,1.4,0.990858,27.61,27.8302,27.7565,78.923,44.3671,-247801,-283427,0.220204,0.048489801616,0.990858,,,,,,
13462,1.51,0.990863,27.63,27.8349,27.761,78.923,44.2463,-247680,-283306,0.20486,0.0419676196,0.990863,,,,,,
13463,1.45,0.990869,27.61,27.8324,27.7585,78.9231,44.3671,-247905,-283528,0.222397,0.049460425609,0.990869,,,,,,
13464,1.51,0.990874,27.62,27.835,27.7609,78.9231,44.3067,-247784,-283407,0.214959,0.046207371681,0.990874,,,,,,
13465,1.4,0.99088,27.62,27.8304,27.7562,78.9231,44.3067,-247908,-283529,0.210399,0.044267739201,0.99088,,,,,,
13466,1.46,0.990885,27.62,27.833,27.7587,78.9231,44.3067,-247685,-283307,0.21296,0.0453519616,0.990885,,,,,,
13467,1.51,0.990891,27.63,27.8351,27.7607,78.9232,44.2463,-247809,-283428,0.205104,0.042067650816,0.990891,,,,,,
13468,1.45,0.990896,27.61,27.8326,27.7582,78.9232,44.3671,-247912,-283530,0.222642,0.049569460164,0.990896,,,,,,
13469,1.45,0.990901,27.61,27.8327,27.7581,78.9232,44.3671,-247791,-283409,0.222689,0.049590390721,0.990901,,,,,,
13470,1.4,0.990907,27.61,27.8306,27.7559,78.9232,44.3671,-247793,-283409,0.220643,0.048683333449,0.990907,,,,,,
13471,1.35,0.990912,27.61,27.8286,27.7538,78.9232,44.3671,-247692,-283308,0.218594,0.047783336836,0.990912,,,,,,
13472,1.46,0.990917,27.63,27.8332,27.7583,78.9233,44.2463,-247592,-283208,0.203248,0.041309749504,0.990917,,,,,,
13473,1.51,0.990923,27.63,27.8354,27.7604,78.9233,44.2463,-247817,-283430,0.205392,0.042185873664,0.990923,,,,,,
13474,1.45,0.990928,27.61,27.8329,27.7578,78.9233,44.3671,-247920,-283531,0.222928,0.049696893184,0.990928,,,,,,
13475,1.45,0.990933,27.61,27.833,27.7577,78.9233,44.3671,-247799,-283410,0.222977,0.049718742529,0.990933,,,,,,
13476,1.35,0.990938,27.61,27.8288,27.7535,78.9233,44.3671,-247800,-283411,0.218835,0.047888757225,0.990938,,,,,,
13477,1.4,0.990944,27.61,27.831,27.7555,78.9234,44.3671,-247598,-283209,0.220975,0.048829950625,0.990944,,,,,,
13478,1.46,0.990949,27.63,27.8335,27.7579,78.9234,44.2463,-247701,-283310,0.203534,0.041426089156,0.990949,,,,,,
13479,1.51,0.990955,27.62,27.8357,27.76,78.9234,44.3067,-247825,-283432,0.21568,0.0465178624,0.990955,,,,,,
13480,1.51,0.99096,27.62,27.8357,27.7599,78.9234,44.3067,-247928,-283533,0.21573,0.0465394329,0.99096,,,,,,
13481,1.45,0.990966,27.61,27.8333,27.7573,78.9235,44.3671,-247929,-283533,0.223267,0.049848153289,0.990966,,,,,,
13482,1.46,0.990971,27.62,27.8337,27.7577,78.9235,44.3067,-247808,-283412,0.213733,0.045681795289,0.990971,,,,,,
13483,1.4,0.990976,27.61,27.8313,27.7551,78.9235,44.3671,-247830,-283433,0.221268,0.048959527824,0.990976,,,,,,
13484,1.51,0.990982,27.62,27.8359,27.7597,78.9235,44.3067,-247709,-283312,0.215924,0.046623173776,0.990982,,,,,,
13485,1.4,0.990987,27.61,27.8314,27.755,78.9235,44.3671,-247934,-283534,0.221364,0.049002020496,0.990987,,,,,,
13486,1.35,0.990992,27.61,27.8293,27.7528,78.9236,44.3671,-247712,-283312,0.219317,0.048099946489,0.990992,,,,,,
13487,1.46,0.990997,27.62,27.834,27.7574,78.9236,44.3067,-247611,-283212,0.213971,0.045783588841,0.990997,,,,,,
13488,1.4,0.991003,27.61,27.8315,27.7548,78.9236,44.3671,-247837,-283434,0.221505,0.049064465025,0.991003,,,,,,
13489,1.5,0.991008,27.61,27.8357,27.7589,78.9236,44.3671,-247716,-283313,0.225741,0.050958999081,0.991008,,,,,,
13490,1.51,0.991014,27.62,27.8362,27.7593,78.9236,44.3067,-247921,-283515,0.216212,0.046747628944,0.991014,,,,,,
13491,1.35,0.991019,27.61,27.8296,27.7525,78.9237,44.3671,-247942,-283536,0.219557,0.048205276249,0.991019,,,,,,
13492,1.4,0.991024,27.61,27.8317,27.7545,78.9237,44.3671,-247618,-283213,0.221697,0.049149559809,0.991024,,,,,,
13493,1.5,0.991029,27.61,27.8359,27.7587,78.9237,44.3671,-247721,-283314,0.225934,0.051046172356,0.991029,,,,,,
13494,1.35,0.991034,27.61,27.8297,27.7523,78.9237,44.3671,-247926,-283516,0.2197,0.04826809,0.991034,,,,,,
13495,1.46,0.99104,27.62,27.8344,27.7569,78.9237,44.3067,-247622,-283214,0.214352,0.045946779904,0.99104,,,,,,
13496,1.51,0.991045,27.63,27.8365,27.7589,78.9238,44.2463,-247847,-283436,0.206498,0.042641424004,0.991045,,,,,,
13497,1.4,0.991051,27.61,27.8319,27.7542,78.9238,44.3671,-247950,-283537,0.221938,0.049256475844,0.991051,,,,,,
13498,1.4,0.991056,27.63,27.832,27.7542,78.9238,44.2463,-247728,-283315,0.201984,0.040797536256,0.991056,,,,,,
13499,1.4,0.991061,27.61,27.832,27.7541,78.9238,44.3671,-247729,-283316,0.222031,0.049297764961,0.991061,,,,,,
13500,1.46,0.991066,27.63,27.8346,27.7566,78.9239,44.2463,-247730,-283316,0.204593,0.041858295649,0.991066,,,,,,
13501,1.51,0.991072,27.63,27.8367,27.7586,78.9239,44.2463,-247854,-283437,0.206737,0.042740187169,0.991072,,,,,,
13502,1.46,0.991077,27.63,27.8347,27.7565,78.9239,44.2463,-247957,-283538,0.20469,0.0418979961,0.991077,,,,,,
13503,1.51,0.991083,27.62,27.8368,27.7585,78.9239,44.3067,-247856,-283438,0.216836,0.047017850896,0.991083,,,,,,
