N,I_Real,SOC,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear,squared_Err_non_linear,SOC,,,,,,
13504,1.45,0.991088,27.61,27.8344,27.7559,78.9239,44.3671,-247960,-283539,0.224372,0.050342794384,0.991088,,,,,,
13505,1.35,0.991093,27.61,27.8302,27.7517,78.924,44.3671,-247839,-283418,0.220231,0.048501693361,0.991093,,,,,,
13506,1.4,0.991099,27.62,27.8324,27.7537,78.924,44.3067,-247637,-283217,0.212369,0.045100592161,0.991099,,,,,,
13507,1.46,0.991104,27.62,27.8349,27.7562,78.924,44.3067,-247740,-283318,0.21493,0.0461949049,0.991104,,,,,,
13508,1.45,0.991109,27.61,27.8346,27.7557,78.924,44.3671,-247863,-283439,0.22456,0.0504271936,0.991109,,,,,,
13509,1.4,0.991115,27.61,27.8325,27.7535,78.924,44.3671,-247844,-283419,0.222514,0.049512480196,0.991115,,,,,,
13510,1.35,0.99112,27.61,27.8305,27.7513,78.9241,44.3671,-247743,-283318,0.220465,0.048604816225,0.99112,,,,,,
13511,1.45,0.991125,27.61,27.8347,27.7555,78.9241,44.3671,-247643,-283218,0.224702,0.050490988804,0.991125,,,,,,
13512,1.45,0.99113,27.61,27.8347,27.7554,78.9241,44.3671,-247848,-283420,0.224749,0.050512113001,0.99113,,,,,,
13513,1.4,0.991136,27.61,27.8327,27.7532,78.9241,44.3671,-247849,-283420,0.222701,0.049595735401,0.991136,,,,,,
13514,1.46,0.991141,27.63,27.8353,27.7557,78.9242,44.2463,-247749,-283319,0.205262,0.042132488644,0.991141,,,,,,
13515,1.46,0.991146,27.63,27.8353,27.7557,78.9242,44.2463,-247872,-283441,0.20531,0.0421521961,0.991146,,,,,,
13516,1.51,0.991152,27.62,27.8375,27.7577,78.9242,44.3067,-247873,-283441,0.217456,0.047287111936,0.991152,,,,,,
13517,1.51,0.991158,27.63,27.8375,27.7576,78.9242,44.2463,-247977,-283542,0.207505,0.043058325025,0.991158,,,,,,
13518,1.4,0.991163,27.63,27.8329,27.753,78.9242,44.2463,-247978,-283543,0.202947,0.041187484809,0.991163,,,,,,
13519,1.35,0.991168,27.61,27.8309,27.7508,78.9243,44.3671,-247755,-283321,0.220898,0.048795926404,0.991168,,,,,,
13520,1.45,0.991173,27.61,27.8351,27.7549,78.9243,44.3671,-247655,-283220,0.225135,0.050685768225,0.991173,,,,,,
13521,1.46,0.991179,27.63,27.8356,27.7553,78.9243,44.2463,-247860,-283422,0.2056,0.04227136,0.991179,,,,,,
13522,1.4,0.991184,27.62,27.8331,27.7527,78.9243,44.3067,-247881,-283443,0.213136,0.045426954496,0.991184,,,,,,
13523,1.4,0.991189,27.63,27.8332,27.7527,78.9243,44.2463,-247761,-283322,0.203181,0.041282518761,0.991189,,,,,,
13524,1.35,0.991194,27.61,27.8311,27.7505,78.9244,44.3671,-247762,-283322,0.221135,0.048900688225,0.991194,,,,,,
13525,1.46,0.991199,27.63,27.8358,27.7551,78.9244,44.2463,-247661,-283221,0.205787,0.042348289369,0.991199,,,,,,
13526,1.4,0.991205,27.61,27.8333,27.7525,78.9244,44.3671,-247887,-283443,0.223323,0.049873162329,0.991205,,,,,,
13527,1.4,0.99121,27.61,27.8334,27.7524,78.9244,44.3671,-247766,-283323,0.223368,0.049893263424,0.99121,,,,,,
13528,1.46,0.991215,27.62,27.8359,27.7549,78.9244,44.3067,-247767,-283323,0.21593,0.0466257649,0.991215,,,,,,
13529,1.35,0.99122,27.61,27.8314,27.7502,78.9245,44.3671,-247890,-283444,0.221369,0.049004234161,0.99122,,,,,,
13530,1.35,0.991225,27.61,27.8314,27.7502,78.9245,44.3671,-247668,-283222,0.221415,0.049024602225,0.991225,,,,,,
13531,1.4,0.99123,27.62,27.8336,27.7522,78.9245,44.3067,-247669,-283223,0.213555,0.045605738025,0.99123,,,,,,
13532,1.4,0.991236,27.62,27.8336,27.7521,78.9245,44.3067,-247772,-283324,0.213601,0.045625387201,0.991236,,,,,,
13533,1.35,0.991241,27.61,27.8316,27.75,78.9245,44.3671,-247773,-283324,0.221554,0.049086174916,0.991241,,,,,,
13534,1.35,0.991246,27.61,27.8316,27.7499,78.9246,44.3671,-247673,-283223,0.221598,0.049105673604,0.991246,,,,,,
13535,1.4,0.991251,27.61,27.8337,27.7519,78.9246,44.3671,-247674,-283223,0.223738,0.050058692644,0.991251,,,,,,
13536,1.46,0.991256,27.63,27.8363,27.7544,78.9246,44.2463,-247777,-283324,0.206298,0.042558864804,0.991256,,,,,,
13537,1.46,0.991262,27.63,27.8363,27.7544,78.9246,44.2463,-247901,-283446,0.206348,0.042579497104,0.991262,,,,,,
13538,1.51,0.991267,27.63,27.8385,27.7564,78.9246,44.2463,-247902,-283446,0.208491,0.043468497081,0.991267,,,,,,
13539,1.4,0.991272,27.61,27.8339,27.7517,78.9247,44.3671,-248005,-283547,0.223933,0.050145988489,0.991272,,,,,,
13540,1.4,0.991278,27.61,27.834,27.7517,78.9247,44.3671,-247782,-283326,0.223979,0.050166592441,0.991278,,,,,,
13541,1.4,0.991283,27.61,27.834,27.7516,78.9247,44.3671,-247784,-283326,0.224026,0.050187648676,0.991283,,,,,,
13542,1.46,0.991288,27.62,27.8366,27.7541,78.9247,44.3067,-247785,-283326,0.216586,0.046909495396,0.991288,,,,,,
13543,1.46,0.991294,27.63,27.8366,27.754,78.9247,44.2463,-247908,-283447,0.206636,0.042698436496,0.991294,,,,,,
13544,1.4,0.991299,27.63,27.8342,27.7515,78.9248,44.2463,-247910,-283448,0.204169,0.041684980561,0.991299,,,,,,
13545,1.4,0.991304,27.63,27.8342,27.7514,78.9248,44.2463,-247789,-283327,0.204217,0.041704583089,0.991304,,,,,,
13546,1.4,0.991309,27.63,27.8343,27.7514,78.9248,44.2463,-247790,-283327,0.204263,0.041723373169,0.991309,,,,,,
13547,1.4,0.991314,27.63,27.8343,27.7513,78.9248,44.2463,-247792,-283327,0.204311,0.041742984721,0.991314,,,,,,
13548,1.46,0.99132,27.63,27.8369,27.7538,78.9249,44.2463,-247793,-283327,0.20687,0.0427951969,0.99132,,,,,,
13549,1.35,0.991325,27.61,27.8323,27.7491,78.9249,44.3671,-247916,-283449,0.222312,0.049422625344,0.991325,,,,,,
13550,1.4,0.99133,27.63,27.8344,27.7511,78.9249,44.2463,-247694,-283227,0.20445,0.0417998025,0.99133,,,,,,
13551,1.4,0.991335,27.63,27.8345,27.7511,78.9249,44.2463,-247797,-283328,0.204497,0.041819023009,0.991335,,,,,,
13552,1.4,0.99134,27.63,27.8345,27.751,78.9249,44.2463,-247798,-283328,0.204543,0.041837838849,0.99134,,,,,,
13553,1.46,0.991346,27.62,27.8371,27.7535,78.925,44.3067,-247799,-283329,0.217105,0.047134581025,0.991346,,,,,,
13554,1.46,0.991351,27.63,27.8372,27.7535,78.925,44.2463,-247923,-283450,0.207152,0.042911951104,0.991351,,,,,,
13555,1.46,0.991357,27.63,27.8372,27.7534,78.925,44.2463,-247924,-283450,0.207202,0.042932668804,0.991357,,,,,,
13556,1.4,0.991362,27.61,27.8347,27.7508,78.925,44.3671,-247925,-283450,0.224736,0.050506269696,0.991362,,,,,,
13557,1.4,0.991367,27.63,27.8348,27.7508,78.925,44.2463,-247805,-283330,0.204784,0.041936486656,0.991367,,,,,,
13558,1.35,0.991372,27.61,27.8327,27.7486,78.9251,44.3671,-247806,-283330,0.222735,0.049610880225,0.991372,,,,,,
13559,1.3,0.991377,27.61,27.8307,27.7465,78.9251,44.3671,-247705,-283229,0.220685,0.048701869225,0.991377,,,,,,
13560,1.35,0.991382,27.61,27.8328,27.7485,78.9251,44.3671,-247605,-283128,0.222825,0.049650980625,0.991382,,,,,,
13561,1.4,0.991387,27.62,27.835,27.7505,78.9251,44.3067,-247708,-283229,0.214963,0.046209091369,0.991387,,,,,,
13562,1.4,0.991392,27.62,27.835,27.7505,78.9251,44.3067,-247811,-283331,0.215011,0.046229730121,0.991392,,,,,,
13563,1.25,0.991397,27.6,27.8288,27.7441,78.9252,44.4276,-247812,-283331,0.228772,0.052336627984,0.991397,,,,,,
13564,1.35,0.991402,27.63,27.833,27.7483,78.9252,44.2463,-247508,-283028,0.203004,0.041210624016,0.991402,,,,,,
13565,1.4,0.991407,27.63,27.8351,27.7503,78.9252,44.2463,-247713,-283230,0.205142,0.042083240164,0.991407,,,,,,
13566,1.4,0.991412,27.62,27.8352,27.7502,78.9252,44.3067,-247816,-283331,0.21519,0.0463067361,0.991412,,,,,,
13567,1.4,0.991417,27.61,27.8352,27.7502,78.9252,44.3671,-247817,-283331,0.225236,0.050731255696,0.991417,,,,,,
13568,1.4,0.991423,27.61,27.8353,27.7501,78.9252,44.3671,-247818,-283332,0.225283,0.050752430089,0.991423,,,,,,
13569,1.46,0.991428,27.63,27.8378,27.7526,78.9253,44.2463,-247820,-283332,0.207843,0.043198712649,0.991428,,,,,,
13570,1.4,0.991433,27.61,27.8354,27.75,78.9253,44.3671,-247943,-283453,0.225379,0.050795693641,0.991433,,,,,,
13571,1.4,0.991438,27.61,27.8354,27.7499,78.9253,44.3671,-247822,-283332,0.225424,0.050815979776,0.991438,,,,,,
13572,1.4,0.991444,27.61,27.8355,27.7499,78.9253,44.3671,-247824,-283333,0.225472,0.050837622784,0.991444,,,,,,
13573,1.56,0.991449,27.64,27.8422,27.7565,78.9253,44.186,-247825,-283333,0.202222,0.040893737284,0.991449,,,,,,
13574,1.4,0.991455,27.61,27.8356,27.7498,78.9254,44.3671,-248152,-283656,0.225571,0.050882276041,0.991455,,,,,,
13575,1.46,0.99146,27.63,27.8381,27.7522,78.9254,44.2463,-247827,-283333,0.208131,0.043318513161,0.99146,,,,,,
13576,1.4,0.991465,27.61,27.8357,27.7497,78.9254,44.3671,-247951,-283455,0.225667,0.050925594889,0.991465,,,,,,
13577,1.46,0.991471,27.63,27.8382,27.7521,78.9254,44.2463,-247830,-283334,0.208226,0.043358067076,0.991471,,,,,,
13578,1.4,0.991476,27.61,27.8358,27.7496,78.9255,44.3671,-247954,-283455,0.225762,0.050968480644,0.991476,,,,,,
13579,1.46,0.991481,27.62,27.8383,27.752,78.9255,44.3067,-247833,-283334,0.218322,0.047664495684,0.991481,,,,,,
13580,1.35,0.991486,27.61,27.8338,27.7473,78.9255,44.3671,-247956,-283456,0.223763,0.050069880169,0.991486,,,,,,
13581,1.4,0.991491,27.63,27.8359,27.7494,78.9255,44.2463,-247734,-283234,0.205901,0.042395221801,0.991491,,,,,,
13582,1.3,0.991496,27.61,27.8318,27.7451,78.9255,44.3671,-247837,-283335,0.221758,0.049176610564,0.991496,,,,,,
13583,1.3,0.991501,27.61,27.8318,27.7451,78.9256,44.3671,-247634,-283133,0.221802,0.049196127204,0.991501,,,,,,
13584,1.4,0.991506,27.62,27.836,27.7492,78.9256,44.3067,-247636,-283134,0.216035,0.046671121225,0.991506,,,,,,
13585,1.4,0.991511,27.62,27.8361,27.7492,78.9256,44.3067,-247840,-283336,0.216082,0.046691430724,0.991511,,,,,,
13586,1.4,0.991517,27.61,27.8361,27.7491,78.9256,44.3671,-247842,-283336,0.226128,0.051133872384,0.991517,,,,,,
13587,1.45,0.991522,27.61,27.8383,27.7511,78.9256,44.3671,-247843,-283336,0.228272,0.052108105984,0.991522,,,,,,
13588,1.46,0.991527,27.63,27.8387,27.7515,78.9257,44.2463,-247946,-283437,0.208737,0.043571135169,0.991527,,,,,,
13589,1.46,0.991533,27.62,27.8388,27.7514,78.9257,44.3067,-247968,-283458,0.218787,0.047867751369,0.991533,,,,,,
13590,1.4,0.991538,27.63,27.8363,27.7489,78.9257,44.2463,-247969,-283458,0.206321,0.042568355041,0.991538,,,,,,
13591,1.35,0.991543,27.61,27.8343,27.7467,78.9257,44.3671,-247848,-283337,0.224274,0.050298827076,0.991543,,,,,,
13592,1.4,0.991548,27.62,27.8364,27.7488,78.9257,44.3067,-247748,-283236,0.216412,0.046834153744,0.991548,,,,,,
13593,1.35,0.991553,27.62,27.8344,27.7466,78.9258,44.3067,-247851,-283337,0.214366,0.045952781956,0.991553,,,,,,
13594,1.3,0.991558,27.61,27.8323,27.7445,78.9258,44.3671,-247750,-283237,0.222314,0.049423514596,0.991558,,,,,,
13595,1.3,0.991563,27.61,27.8324,27.7444,78.9258,44.3671,-247650,-283136,0.222357,0.049442635449,0.991563,,,,,,
13596,1.4,0.991568,27.63,27.8366,27.7485,78.9258,44.2463,-247651,-283136,0.206592,0.042680254464,0.991568,,,,,,
13597,1.4,0.991573,27.63,27.8366,27.7485,78.9258,44.2463,-247856,-283338,0.206638,0.042699263044,0.991573,,,,,,
13598,1.46,0.991579,27.62,27.8392,27.7509,78.9258,44.3067,-247857,-283338,0.219199,0.048048201601,0.991579,,,,,,
13599,1.46,0.991584,27.63,27.8392,27.7509,78.9259,44.2463,-247980,-283460,0.209247,0.043784307009,0.991584,,,,,,
13600,1.4,0.991589,27.63,27.8368,27.7483,78.9259,44.2463,-247982,-283460,0.206782,0.042758795524,0.991589,,,,,,
13601,1.4,0.991594,27.63,27.8368,27.7483,78.9259,44.2463,-247861,-283339,0.206828,0.042777821584,0.991594,,,,,,
13602,1.35,0.991599,27.62,27.8348,27.7461,78.9259,44.3067,-247862,-283339,0.214782,0.046131307524,0.991599,,,,,,
13603,1.35,0.991604,27.63,27.8348,27.7461,78.926,44.2463,-247762,-283239,0.204826,0.041953690276,0.991604,,,,,,
13604,1.35,0.991609,27.63,27.8349,27.7461,78.926,44.2463,-247763,-283239,0.204871,0.041972126641,0.991609,,,,,,
13605,1.3,0.991614,27.61,27.8328,27.7439,78.926,44.3671,-247764,-283239,0.222821,0.049649198041,0.991614,,,,,,
13606,1.4,0.991619,27.62,27.8371,27.748,78.926,44.3067,-247663,-283138,0.217053,0.047112004809,0.991619,,,,,,
13607,1.4,0.991625,27.62,27.8371,27.748,78.926,44.3067,-247868,-283340,0.217101,0.047132844201,0.991625,,,,,,
13608,1.46,0.99163,27.63,27.8397,27.7504,78.926,44.2463,-247870,-283340,0.209661,0.043957734921,0.99163,,,,,,
13609,1.4,0.991635,27.63,27.8372,27.7479,78.9261,44.2463,-247993,-283462,0.207196,0.042930182416,0.991635,,,,,,
13610,1.4,0.99164,27.64,27.8372,27.7478,78.9261,44.186,-247872,-283341,0.197242,0.038904406564,0.99164,,,,,,
13611,1.35,0.991645,27.61,27.8352,27.7457,78.9261,44.3671,-247873,-283341,0.225196,0.050713238416,0.991645,,,,,,
13612,1.4,0.991651,27.63,27.8373,27.7477,78.9261,44.2463,-247773,-283240,0.207334,0.042987387556,0.991651,,,,,,
13613,1.35,0.991656,27.64,27.8353,27.7456,78.9261,44.186,-247876,-283342,0.195287,0.038137012369,0.991656,,,,,,
13614,1.35,0.991661,27.62,27.8353,27.7456,78.9262,44.3067,-247775,-283241,0.215331,0.046367439561,0.991661,,,,,,
13615,1.3,0.991665,27.61,27.8333,27.7434,78.9262,44.3671,-247777,-283241,0.223281,0.049854404961,0.991665,,,,,,
13616,1.3,0.99167,27.61,27.8333,27.7433,78.9262,44.3671,-247676,-283140,0.223324,0.049873608976,0.99167,,,,,,
13617,1.3,0.991675,27.63,27.8334,27.7433,78.9262,44.2463,-247677,-283140,0.203368,0.041358543424,0.991675,,,,,,
13618,1.35,0.99168,27.63,27.8355,27.7453,78.9262,44.2463,-247679,-283141,0.205506,0.042232716036,0.99168,,,,,,
13619,1.4,0.991685,27.63,27.8376,27.7474,78.9263,44.2463,-247781,-283242,0.207646,0.043116861316,0.991685,,,,,,
13620,1.4,0.99169,27.62,27.8377,27.7473,78.9263,44.3067,-247885,-283343,0.217692,0.047389806864,0.99169,,,,,,
13621,1.35,0.991695,27.63,27.8356,27.7452,78.9263,44.2463,-247886,-283343,0.205646,0.042290277316,0.991695,,,,,,
13622,1.4,0.991701,27.63,27.8378,27.7472,78.9263,44.2463,-247785,-283242,0.207784,0.043174190656,0.991701,,,,,,
13623,1.46,0.991706,27.62,27.8403,27.7497,78.9263,44.3067,-247888,-283343,0.220345,0.048551919025,0.991706,,,,,,
13624,1.35,0.991711,27.61,27.8358,27.745,78.9264,44.3671,-248012,-283465,0.225785,0.050978866225,0.991711,,,,,,
13625,1.3,0.991716,27.61,27.8337,27.7429,78.9264,44.3671,-247789,-283243,0.223735,0.050057350225,0.991716,,,,,,
13626,1.25,0.99172,27.61,27.8317,27.7407,78.9264,44.3671,-247689,-283142,0.221684,0.049143795856,0.99172,,,,,,
13627,1.25,0.991725,27.61,27.8317,27.7407,78.9264,44.3671,-247588,-283041,0.221726,0.049162419076,0.991725,,,,,,
13628,1.35,0.99173,27.61,27.836,27.7448,78.9264,44.3671,-247589,-283041,0.225957,0.051056565849,0.99173,,,,,,
13629,1.35,0.991735,27.61,27.836,27.7447,78.9264,44.3671,-247794,-283243,0.226002,0.051076904004,0.991735,,,,,,
13630,1.35,0.99174,27.63,27.836,27.7447,78.9265,44.2463,-247795,-283244,0.206048,0.042455778304,0.99174,,,,,,
13631,1.3,0.991745,27.61,27.834,27.7425,78.9265,44.3671,-247796,-283244,0.223996,0.050174208016,0.991745,,,,,,
13632,1.3,0.99175,27.61,27.834,27.7425,78.9265,44.3671,-247696,-283143,0.22404,0.0501939216,0.99175,,,,,,
13633,1.4,0.991755,27.63,27.8383,27.7466,78.9265,44.2463,-247697,-283143,0.208274,0.043378059076,0.991755,,,,,,
13634,1.4,0.99176,27.62,27.8383,27.7466,78.9265,44.3067,-247902,-283345,0.21832,0.0476636224,0.99176,,,,,,
13635,1.3,0.991765,27.61,27.8342,27.7423,78.9265,44.3671,-247903,-283345,0.224177,0.050255327329,0.991765,,,,,,
13636,1.3,0.99177,27.63,27.8342,27.7423,78.9266,44.2463,-247701,-283144,0.204221,0.041706216841,0.99177,,,,,,
13637,1.4,0.991775,27.62,27.8385,27.7464,78.9266,44.3067,-247702,-283144,0.218453,0.047721713209,0.991775,,,,,,
13638,1.4,0.99178,27.62,27.8385,27.7463,78.9266,44.3067,-247907,-283346,0.218501,0.047742687001,0.99178,,,,,,
13639,1.4,0.991785,27.62,27.8385,27.7463,78.9266,44.3067,-247908,-283346,0.218547,0.047762791209,0.991785,,,,,,
13640,1.25,0.99179,27.63,27.8323,27.74,78.9266,44.2463,-247909,-283346,0.20231,0.0409293361,0.99179,,,,,,
13641,1.3,0.991795,27.62,27.8344,27.742,78.9267,44.3067,-247605,-283044,0.214446,0.045987086916,0.991795,,,,,,
13642,1.4,0.9918,27.63,27.8387,27.7461,78.9267,44.2463,-247708,-283145,0.208678,0.043546507684,0.9918,,,,,,
13643,1.3,0.991805,27.61,27.8345,27.7419,78.9267,44.3671,-247913,-283347,0.224536,0.050416415296,0.991805,,,,,,
13644,1.25,0.991809,27.61,27.8325,27.7397,78.9267,44.3671,-247711,-283145,0.222485,0.049499575225,0.991809,,,,,,
13645,1.35,0.991814,27.63,27.8367,27.7439,78.9267,44.2463,-247610,-283044,0.206716,0.042731504656,0.991814,,,,,,
13646,1.35,0.991819,27.61,27.8368,27.7438,78.9267,44.3671,-247815,-283246,0.226761,0.051420551121,0.991819,,,,,,
13647,1.35,0.991824,27.63,27.8368,27.7438,78.9268,44.2463,-247816,-283246,0.206805,0.042768308025,0.991824,,,,,,
13648,1.25,0.991829,27.62,27.8327,27.7395,78.9268,44.3067,-247817,-283247,0.212661,0.045224700921,0.991829,,,,,,
13649,1.3,0.991834,27.61,27.8348,27.7416,78.9268,44.3671,-247615,-283045,0.224797,0.050533691209,0.991834,,,,,,
13650,1.35,0.991839,27.61,27.8369,27.7436,78.9268,44.3671,-247718,-283146,0.226937,0.051500401969,0.991839,,,,,,
13651,1.3,0.991844,27.61,27.8349,27.7415,78.9268,44.3671,-247821,-283247,0.224885,0.050573263225,0.991844,,,,,,
13652,1.3,0.991849,27.63,27.8349,27.7414,78.9268,44.2463,-247720,-283146,0.204929,0.041995895041,0.991849,,,,,,
13653,1.4,0.991854,27.62,27.8392,27.7455,78.9269,44.3067,-247721,-283146,0.219163,0.048032420569,0.991854,,,,,,
13654,1.35,0.991859,27.63,27.8371,27.7434,78.9269,44.2463,-247926,-283348,0.207114,0.042896208996,0.991859,,,,,,
13655,1.25,0.991863,27.61,27.833,27.7392,78.9269,44.3671,-247826,-283248,0.22297,0.0497156209,0.991863,,,,,,
13656,1.35,0.991868,27.62,27.8372,27.7433,78.9269,44.3067,-247623,-283046,0.217202,0.047176708804,0.991868,,,,,,
13657,1.4,0.991874,27.62,27.8393,27.7453,78.9269,44.3067,-247828,-283248,0.21934,0.0481100356,0.991874,,,,,,
13658,1.3,0.991878,27.63,27.8352,27.7411,78.927,44.2463,-247931,-283349,0.205197,0.042105808809,0.991878,,,,,,
13659,1.3,0.991883,27.61,27.8352,27.741,78.927,44.3671,-247729,-283147,0.225241,0.050733508081,0.991883,,,,,,
13660,1.35,0.991888,27.63,27.8374,27.7431,78.927,44.2463,-247730,-283147,0.207379,0.043006049641,0.991888,,,,,,
13661,1.3,0.991893,27.62,27.8353,27.741,78.927,44.3067,-247833,-283249,0.215329,0.046366578241,0.991893,,,,,,
13662,1.25,0.991898,27.6,27.8333,27.7388,78.927,44.4276,-247732,-283148,0.233279,0.054419091841,0.991898,,,,,,
13663,1.3,0.991903,27.63,27.8354,27.7408,78.927,44.2463,-247632,-283047,0.205415,0.042195322225,0.991903,,,,,,
13664,1.35,0.991908,27.62,27.8376,27.7429,78.9271,44.3067,-247735,-283148,0.217553,0.047329307809,0.991908,,,,,,
13665,1.35,0.991913,27.63,27.8376,27.7428,78.9271,44.2463,-247838,-283249,0.207599,0.043097344801,0.991913,,,,,,
13666,1.25,0.991917,27.61,27.8335,27.7386,78.9271,44.3671,-247839,-283249,0.223454,0.049931690116,0.991917,,,,,,
13667,1.35,0.991922,27.63,27.8377,27.7427,78.9271,44.2463,-247637,-283048,0.207685,0.043133059225,0.991922,,,,,,
13668,1.25,0.991927,27.61,27.8335,27.7385,78.9271,44.3671,-247841,-283249,0.22354,0.0499701316,0.991927,,,,,,
13669,1.3,0.991932,27.61,27.8357,27.7405,78.9271,44.3671,-247639,-283048,0.225676,0.050929656976,0.991932,,,,,,
13670,1.3,0.991936,27.63,27.8357,27.7405,78.9272,44.2463,-247742,-283149,0.20572,0.0423207184,0.991936,,,,,,
13671,1.35,0.991941,27.61,27.8379,27.7425,78.9272,44.3671,-247743,-283149,0.227858,0.051919268164,0.991941,,,,,,
13672,1.3,0.991946,27.62,27.8358,27.7404,78.9272,44.3067,-247846,-283250,0.215808,0.046573092864,0.991946,,,,,,
13673,1.35,0.991951,27.63,27.8379,27.7424,78.9272,44.2463,-247746,-283149,0.207946,0.043241538916,0.991951,,,,,,
13674,1.25,0.991956,27.61,27.8338,27.7382,78.9272,44.3671,-247849,-283250,0.223801,0.050086887601,0.991956,,,,,,
13675,1.3,0.991961,27.61,27.8359,27.7402,78.9272,44.3671,-247646,-283049,0.225938,0.051047979844,0.991961,,,,,,
13676,1.3,0.991966,27.63,27.836,27.7402,78.9273,44.2463,-247749,-283150,0.205981,0.042428172361,0.991966,,,,,,
13677,1.25,0.99197,27.61,27.8339,27.738,78.9273,44.3671,-247750,-283150,0.223931,0.050145092761,0.99197,,,,,,
13678,1.3,0.991975,27.61,27.8361,27.74,78.9273,44.3671,-247650,-283049,0.226065,0.051105384225,0.991975,,,,,,
13679,1.2,0.991979,27.61,27.8319,27.7358,78.9273,44.3671,-247753,-283150,0.221921,0.049248930241,0.991979,,,,,,
13680,1.3,0.991984,27.61,27.8361,27.7399,78.9273,44.3671,-247550,-282948,0.226149,0.051143370201,0.991984,,,,,,
13681,1.25,0.991989,27.61,27.8341,27.7378,78.9273,44.3671,-247755,-283150,0.224099,0.050220361801,0.991989,,,,,,
13682,1.35,0.991994,27.62,27.8383,27.7419,78.9274,44.3067,-247654,-283049,0.218331,0.047668425561,0.991994,,,,,,
13683,1.35,0.991999,27.63,27.8384,27.7419,78.9274,44.2463,-247859,-283251,0.208375,0.043420140625,0.991999,,,,,,
13684,1.3,0.992004,27.62,27.8363,27.7397,78.9274,44.3067,-247860,-283252,0.216325,0.046796505625,0.992004,,,,,,
13685,1.3,0.992009,27.61,27.8364,27.7397,78.9274,44.3671,-247760,-283151,0.226369,0.051242924161,0.992009,,,,,,
13686,1.2,0.992013,27.61,27.8322,27.7354,78.9274,44.3671,-247761,-283151,0.222224,0.049383506176,0.992013,,,,,,
13687,1.35,0.992018,27.63,27.8385,27.7417,78.9274,44.2463,-247559,-282949,0.208547,0.043491851209,0.992018,,,,,,
13688,1.35,0.992023,27.63,27.8386,27.7416,78.9275,44.2463,-247865,-283252,0.208593,0.043511039649,0.992023,,,,,,
13689,1.25,0.992028,27.61,27.8344,27.7374,78.9275,44.3671,-247866,-283252,0.224448,0.050376904704,0.992028,,,,,,
13690,1.4,0.992033,27.62,27.8408,27.7436,78.9275,44.3067,-247664,-283050,0.220773,0.048740717529,0.992033,,,,,,
13691,1.25,0.992037,27.61,27.8345,27.7373,78.9275,44.3671,-247970,-283353,0.224536,0.050416415296,0.992037,,,,,,
13692,1.3,0.992042,27.62,27.8367,27.7393,78.9275,44.3067,-247666,-283051,0.216672,0.046946755584,0.992042,,,,,,
13693,1.3,0.992047,27.61,27.8367,27.7392,78.9275,44.3671,-247769,-283152,0.226714,0.051399237796,0.992047,,,,,,
13694,1.25,0.992052,27.61,27.8347,27.7371,78.9276,44.3671,-247770,-283152,0.224663,0.050473463569,0.992052,,,,,,
13695,1.3,0.992057,27.61,27.8368,27.7391,78.9276,44.3671,-247670,-283051,0.2268,0.05143824,0.992057,,,,,,
13696,1.3,0.992061,27.63,27.8368,27.7391,78.9276,44.2463,-247773,-283152,0.206843,0.042784026649,0.992061,,,,,,
13697,1.25,0.992066,27.61,27.8348,27.7369,78.9276,44.3671,-247774,-283152,0.224793,0.050531892849,0.992066,,,,,,
13698,1.3,0.992071,27.61,27.8369,27.739,78.9276,44.3671,-247673,-283051,0.226927,0.051495863329,0.992071,,,,,,
