N,I_Real,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear
8884,-6.05,46.72,46.7848,46.8203,48.85,0.627211,46.7173,46.7544,0.00265381
8885,-6.05,46.72,46.7839,46.8193,48.8487,0.627211,46.7231,46.7598,0.00314835
8886,-6.04,46.74,46.7864,46.8218,48.8475,0.626855,46.722,46.7593,0.017977
8887,-6.05,46.7,46.782,46.8174,48.8461,0.627601,46.7244,46.76,0.0243614
8888,-6.07,46.72,46.7742,46.8095,48.8448,0.627211,46.7198,46.756,0.000235291
8889,-6.04,46.74,46.7836,46.8189,48.8436,0.626855,46.7117,46.7488,0.0282957
8890,-6.05,46.72,46.7792,46.8144,48.8423,0.627211,46.721,46.757,0.000970154
8891,-6.04,46.74,46.7817,46.8169,48.8411,0.626855,46.7164,46.7531,0.0236227
8892,-6.05,46.7,46.7773,46.8125,48.8397,0.627601,46.7187,46.7539,0.0187119
8893,-6.05,46.7,46.7764,46.8115,48.8384,0.627601,46.7141,46.7492,0.014119
8894,-6.05,46.7,46.7754,46.8105,48.837,0.627601,46.713,46.7479,0.012986
8895,-6.05,46.7,46.7745,46.8095,48.8356,0.627601,46.7119,46.7466,0.0118568
8896,-6.05,46.7,46.7736,46.8085,48.8343,0.627601,46.7107,46.7452,0.0107239
8897,-6.05,46.7,46.7726,46.8076,48.8329,0.627601,46.7096,46.7439,0.00959473
8898,-6.05,46.7,46.7717,46.8066,48.8316,0.627601,46.7085,46.7426,0.00846176
8899,-6.05,46.7,46.7708,46.8056,48.8303,0.627601,46.7073,46.7414,0.0073288
8900,-6.04,46.72,46.7733,46.8081,48.8291,0.627211,46.7062,46.7408,0.0138042
8901,-6.05,46.7,46.7689,46.8036,48.8277,0.627601,46.7085,46.7422,0.00853043
8902,-6.04,46.72,46.7714,46.8061,48.8265,0.627211,46.7039,46.7383,0.0160663
8903,-6.04,46.71,46.7705,46.8051,48.8252,0.627402,46.7063,46.7401,0.00373169
8904,-6.04,46.71,46.7695,46.8041,48.824,0.627402,46.7051,46.7389,0.00486465
8905,-6.05,46.69,46.7651,46.7997,48.8226,0.627808,46.704,46.737,0.0140024
8906,-6.05,46.69,46.7642,46.7987,48.8213,0.627808,46.6994,46.7323,0.00940186
8907,-6.05,46.69,46.7633,46.7977,48.8199,0.627808,46.6983,46.731,0.00826889
8908,-6.04,46.71,46.7658,46.8002,48.8187,0.627402,46.6971,46.7304,0.0128641
8909,-6.05,46.69,46.7614,46.7958,48.8174,0.627808,46.6995,46.7319,0.0094667
8910,-6.05,46.67,46.7604,46.7948,48.816,0.628247,46.6949,46.7265,0.0248662
8911,-6.05,46.69,46.7595,46.7938,48.8147,0.627808,46.6937,46.7259,0.0037294
8912,-6.05,46.69,46.7586,46.7928,48.8134,0.627808,46.6926,46.7246,0.00259262
8913,-6.05,46.69,46.7576,46.7918,48.8121,0.627808,46.6915,46.7234,0.00145966
8914,-6.04,46.69,46.7601,46.7943,48.8108,0.627808,46.6903,46.7221,0.000322876
8915,-6.05,46.69,46.7558,46.7899,48.8095,0.627808,46.6927,46.7242,0.00265366
8916,-6.05,46.67,46.7548,46.7889,48.8081,0.628247,46.688,46.7189,0.0180493
8917,-6.04,46.69,46.7573,46.7913,48.8068,0.627808,46.6869,46.7183,0.00308746
8918,-6.05,46.67,46.7529,46.7869,48.8054,0.628247,46.6892,46.7197,0.0192395
8919,-6.05,46.67,46.752,46.7859,48.8041,0.628247,46.6846,46.715,0.014639
8920,-6.05,46.66,46.7511,46.7849,48.8027,0.628479,46.6835,46.7134,0.0234984
8921,-6.05,46.67,46.7501,46.7839,48.8013,0.628247,46.6824,46.7123,0.0123616
8922,-6.05,46.67,46.7492,46.7829,48.8,0.628247,46.6812,46.7111,0.011221
8923,-6.05,46.67,46.7483,46.782,48.7987,0.628247,46.6801,46.7098,0.0100842
8924,-6.05,46.67,46.7473,46.781,48.7974,0.628247,46.6789,46.7085,0.00894363
8925,-6.05,46.67,46.7464,46.78,48.796,0.628247,46.6778,46.7072,0.00780304
8926,-6.05,46.67,46.7454,46.779,48.7947,0.628247,46.6767,46.7059,0.00666245
8927,-6.05,46.66,46.7445,46.778,48.7934,0.628479,46.6755,46.7043,0.0155219
8928,-6.05,46.66,46.7436,46.777,48.792,0.628479,46.6744,46.703,0.0143813
8929,-6.04,46.68,46.7461,46.7795,48.7908,0.628023,46.6732,46.7024,0.00675934
8930,-6.04,46.68,46.7451,46.7785,48.7895,0.628023,46.6756,46.7045,0.00443237
8931,-6.04,46.68,46.7442,46.7775,48.7883,0.628023,46.6744,46.7033,0.00557297
8932,-6.05,46.66,46.7398,46.7731,48.7869,0.628479,46.6733,46.7014,0.0132864
8933,-6.05,46.66,46.7389,46.7721,48.7856,0.628479,46.6687,46.6968,0.00867828
8934,-6.04,46.66,46.7414,46.7746,48.7843,0.628479,46.6675,46.6955,0.00753769
8935,-6.05,46.66,46.737,46.7701,48.783,0.628479,46.6699,46.6976,0.00986084
8936,-6.07,46.63,46.7292,46.7622,48.7815,0.629224,46.6653,46.6919,0.0352527
8937,-6.05,46.64,46.7351,46.7681,48.7802,0.628967,46.6572,46.6841,0.017177
8938,-6.04,46.64,46.7376,46.7706,48.7788,0.628967,46.663,46.6895,0.0229639
8939,-6.05,46.64,46.7333,46.7661,48.7774,0.628967,46.6653,46.6915,0.025287
8940,-6.04,46.64,46.7358,46.7686,48.776,0.628967,46.6607,46.6868,0.020675
8941,-6.05,46.64,46.7314,46.7642,48.7746,0.628967,46.663,46.6888,0.0229982
8942,-6.05,46.64,46.7304,46.7632,48.7733,0.628967,46.6584,46.6842,0.01839
8943,-6.04,46.65,46.733,46.7656,48.7719,0.628719,46.6572,46.6832,0.00724182
8944,-6.05,46.64,46.7286,46.7612,48.7706,0.628967,46.6596,46.6849,0.019565
8945,-6.05,46.64,46.7276,46.7602,48.7692,0.628967,46.655,46.6803,0.014953
8946,-6.05,46.64,46.7267,46.7592,48.7679,0.628967,46.6538,46.679,0.0138086
8947,-6.05,46.63,46.7258,46.7582,48.7665,0.629224,46.6527,46.6773,0.0226604
8948,-6.05,46.64,46.7248,46.7572,48.7652,0.628967,46.6515,46.6763,0.011516
8949,-6.04,46.65,46.7273,46.7597,48.7639,0.628719,46.6504,46.6754,0.000367737
8950,-6.05,46.63,46.7229,46.7552,48.7626,0.629224,46.6527,46.6768,0.0226871
8951,-6.05,46.63,46.722,46.7542,48.7612,0.629224,46.6481,46.6722,0.0180751
8952,-6.05,46.63,46.7211,46.7532,48.7599,0.629224,46.6469,46.6709,0.0169269
8953,-6.04,46.65,46.7236,46.7557,48.7586,0.628719,46.6458,46.6702,0.00422134
8954,-6.04,46.63,46.7226,46.7547,48.7573,0.629224,46.6481,46.6717,0.018098
8955,-6.05,46.63,46.7183,46.7503,48.7559,0.629224,46.6469,46.6704,0.0169498
8956,-6.04,46.65,46.7208,46.7527,48.7547,0.628719,46.6423,46.6664,0.00766602
8957,-6.05,46.63,46.7164,46.7483,48.7534,0.629224,46.6447,46.6679,0.0146533
8958,-6.05,46.61,46.7155,46.7473,48.7519,0.629764,46.64,46.6626,0.0300375
8959,-6.05,46.61,46.7145,46.7463,48.7505,0.629764,46.6389,46.6612,0.0288893
8960,-6.04,46.63,46.717,46.7488,48.7492,0.629224,46.6377,46.6605,0.00773727
8961,-6.04,46.63,46.7161,46.7478,48.7479,0.629224,46.6401,46.6626,0.0100528
8962,-6.05,46.61,46.7117,46.7433,48.7465,0.629764,46.6389,46.6607,0.0289046
8963,-6.04,46.63,46.7142,46.7458,48.7453,0.629224,46.6343,46.6567,0.00428879
8964,-6.05,46.61,46.7098,46.7413,48.7439,0.629764,46.6366,46.6581,0.0266043
8965,-6.05,46.61,46.7089,46.7404,48.7425,0.629764,46.632,46.6534,0.0219885
8966,-6.04,46.63,46.7114,46.7428,48.7412,0.629224,46.6308,46.6528,0.000832672
8967,-6.05,46.61,46.707,46.7384,48.7399,0.629764,46.6331,46.6542,0.0231482
8968,-6.05,46.6,46.7061,46.7374,48.7385,0.630046,46.6285,46.6492,0.0285324
8969,-6.05,46.6,46.7051,46.7364,48.7371,0.630046,46.6274,46.6478,0.0273766
8970,-6.05,46.6,46.7042,46.7354,48.7357,0.630046,46.6262,46.6465,0.0262245
8971,-6.05,46.61,46.7033,46.7344,48.7344,0.629764,46.6251,46.6455,0.0150687
8972,-6.05,46.6,46.7023,46.7334,48.733,0.630046,46.6239,46.6439,0.0239166
8973,-6.05,46.61,46.7014,46.7324,48.7317,0.629764,46.6228,46.6429,0.0127608
8974,-6.05,46.6,46.7005,46.7314,48.7303,0.630046,46.6216,46.6413,0.0216087
8975,-6.05,46.6,46.6995,46.7304,48.729,0.630046,46.6205,46.64,0.0204529
8976,-6.05,46.6,46.6986,46.7294,48.7276,0.630046,46.6193,46.6386,0.019297
8977,-6.05,46.6,46.6976,46.7284,48.7263,0.630046,46.6181,46.6373,0.0181412
8978,-6.05,46.6,46.6967,46.7274,48.7249,0.630046,46.617,46.636,0.0169853
8979,-6.05,46.58,46.6958,46.7264,48.7235,0.630636,46.6158,46.6341,0.0358295
8980,-6.05,46.6,46.6948,46.7254,48.7222,0.630046,46.6147,46.6334,0.0146698
8981,-6.05,46.6,46.6939,46.7244,48.7209,0.630046,46.6135,46.6321,0.0135139
8982,-6.05,46.58,46.693,46.7234,48.7195,0.630636,46.6124,46.6301,0.0323581
8983,-6.05,46.58,46.692,46.7224,48.7181,0.630636,46.6112,46.6288,0.0312022
8984,-6.05,46.58,46.6911,46.7214,48.7167,0.630636,46.61,46.6274,0.0300426
8985,-6.05,46.57,46.6901,46.7204,48.7152,0.630944,46.6089,46.6257,0.0388829
8986,-6.04,46.6,46.6926,46.7229,48.714,0.630046,46.6077,46.6254,0.00772705
8987,-6.05,46.58,46.6883,46.7184,48.7126,0.630636,46.61,46.6268,0.0300349
8988,-6.05,46.58,46.6873,46.7174,48.7112,0.630636,46.6054,46.6221,0.0254115
8989,-6.07,46.54,46.6795,46.7095,48.7096,0.631919,46.6043,46.6194,0.0642519
8990,-6.05,46.57,46.6855,46.7154,48.7083,0.630944,46.5962,46.6122,0.0261571
8991,-6.05,46.57,46.6845,46.7144,48.7069,0.630944,46.6019,46.6176,0.0319249
8992,-6.05,46.57,46.6836,46.7134,48.7055,0.630944,46.6008,46.6162,0.0307652
8993,-6.04,46.59,46.6861,46.7159,48.7042,0.630337,46.5996,46.6156,0.00960556
8994,-6.05,46.57,46.6817,46.7114,48.7028,0.630944,46.6019,46.617,0.0319135
8995,-6.04,46.59,46.6842,46.7139,48.7015,0.630337,46.5973,46.613,0.00728622
8996,-6.05,46.57,46.6798,46.7094,48.7001,0.630944,46.5996,46.6144,0.0295903
8997,-6.05,46.57,46.6789,46.7084,48.6988,0.630944,46.595,46.6097,0.0249631
8998,-6.05,46.57,46.678,46.7074,48.6974,0.630944,46.5938,46.6084,0.0238034
8999,-6.05,46.55,46.677,46.7064,48.696,0.631586,46.5926,46.6064,0.0426399
9000,-6.05,46.57,46.6761,46.7054,48.6946,0.630944,46.5915,46.6057,0.0214764
9001,-6.05,46.55,46.6751,46.7044,48.6932,0.631586,46.5903,46.6037,0.040313
9002,-6.05,46.57,46.6742,46.7034,48.6919,0.630944,46.5891,46.603,0.0191495
9003,-6.04,46.58,46.6767,46.7059,48.6906,0.630636,46.588,46.6021,0.00798599
9004,-6.04,46.58,46.6758,46.7049,48.6893,0.630636,46.5903,46.6042,0.0102901
9005,-6.05,46.55,46.6714,46.7004,48.6879,0.631586,46.5891,46.6019,0.0391266
9006,-6.05,46.55,46.6705,46.6994,48.6865,0.631586,46.5845,46.5972,0.0344955
9007,-6.05,46.55,46.6695,46.6984,48.6851,0.631586,46.5833,46.5958,0.0333321
9008,-6.04,46.58,46.672,46.7009,48.6838,0.630636,46.5822,46.5955,0.00216476
9009,-6.05,46.55,46.6676,46.6964,48.6824,0.631586,46.5845,46.5966,0.0344688
9010,-6.04,46.58,46.6702,46.6989,48.6812,0.630636,46.5798,46.593,0.000166016
9011,-6.05,46.54,46.6658,46.6944,48.6798,0.631919,46.5821,46.5937,0.0421381
9012,-6.04,46.56,46.6683,46.6969,48.6785,0.631261,46.5775,46.5897,0.0175032
9013,-6.05,46.55,46.6639,46.6924,48.6771,0.631586,46.5798,46.5914,0.0298035
9014,-6.05,46.54,46.663,46.6914,48.6757,0.631919,46.5752,46.5864,0.0351724
9015,-6.05,46.54,46.662,46.6904,48.6743,0.631919,46.574,46.585,0.0340051
9016,-6.05,46.54,46.6611,46.6894,48.6729,0.631919,46.5728,46.5837,0.0328378
9017,-6.05,46.54,46.6601,46.6884,48.6715,0.631919,46.5717,46.5824,0.0316667
9018,-6.05,46.54,46.6592,46.6874,48.6701,0.631919,46.5705,46.581,0.0304994
9019,-6.04,46.55,46.6617,46.6899,48.6688,0.631586,46.5693,46.58,0.0193321
9020,-6.05,46.54,46.6573,46.6854,48.6674,0.631919,46.5716,46.5818,0.0316286
9021,-6.05,46.54,46.6564,46.6844,48.6661,0.631919,46.567,46.5771,0.0269937
9022,-6.05,46.54,46.6555,46.6834,48.6647,0.631919,46.5658,46.5758,0.0258226
9023,-6.05,46.54,46.6545,46.6824,48.6634,0.631919,46.5647,46.5745,0.0246553
9024,-6.05,46.52,46.6536,46.6814,48.6619,0.632613,46.5635,46.5725,0.0434842
9025,-6.04,46.55,46.6561,46.6838,48.6607,0.631586,46.5623,46.5721,0.0123131
9026,-6.05,46.52,46.6517,46.6794,48.6592,0.632613,46.5646,46.5732,0.0446095
9027,-6.04,46.55,46.6542,46.6818,48.658,0.631586,46.56,46.5695,0.00997086
9028,-6.05,46.52,46.6498,46.6774,48.6565,0.632613,46.5623,46.5706,0.0422673
9029,-6.05,46.52,46.6489,46.6764,48.6551,0.632613,46.5576,46.5658,0.0376286
9030,-6.05,46.52,46.648,46.6754,48.6537,0.632613,46.5565,46.5645,0.0364575
9031,-6.05,46.52,46.647,46.6744,48.6523,0.632613,46.5553,46.5631,0.0352826
9032,-6.04,46.53,46.6495,46.6768,48.651,0.632262,46.5541,46.5621,0.0241115
9033,-6.05,46.52,46.6451,46.6724,48.6496,0.632613,46.5564,46.5638,0.0364041
9034,-6.05,46.52,46.6442,46.6713,48.6482,0.632613,46.5518,46.5591,0.0317654
9035,-6.05,46.51,46.6433,46.6703,48.6468,0.632972,46.5506,46.5575,0.0405905
9036,-6.05,46.51,46.6423,46.6693,48.6454,0.632972,46.5494,46.5561,0.0394194
9037,-6.05,46.51,46.6414,46.6683,48.644,0.632972,46.5482,46.5547,0.0382445
9038,-6.05,46.51,46.6405,46.6673,48.6426,0.632972,46.5471,46.5534,0.0370695
9039,-6.04,46.53,46.643,46.6698,48.6413,0.632262,46.5459,46.5527,0.0158908
9040,-6.04,46.53,46.642,46.6688,48.64,0.632262,46.5482,46.5548,0.0181834
9041,-6.05,46.49,46.6376,46.6643,48.6385,0.633718,46.547,46.5522,0.0570085
9042,-6.05,46.49,46.6367,46.6633,48.637,0.633718,46.5424,46.5474,0.0523698
9043,-6.05,46.49,46.6358,46.6623,48.6356,0.633718,46.5412,46.546,0.0511911
9044,-6.04,46.53,46.6383,46.6647,48.6343,0.632262,46.54,46.5459,0.0100162
9045,-6.05,46.49,46.6339,46.6603,48.6329,0.633718,46.5423,46.5467,0.052305
9046,-6.05,46.49,46.633,46.6592,48.6314,0.633718,46.5377,46.5419,0.0476625
9047,-6.04,46.52,46.6355,46.6617,48.6301,0.632613,46.5365,46.5416,0.0164838
9048,-6.05,46.51,46.6311,46.6572,48.6288,0.632972,46.5388,46.5433,0.0287726
9049,-6.05,46.49,46.6301,46.6562,48.6273,0.633718,46.5341,46.538,0.0441301
9050,-6.05,46.49,46.6292,46.6552,48.6259,0.633718,46.533,46.5366,0.0429514
9051,-6.05,46.48,46.6283,46.6542,48.6245,0.634104,46.5318,46.5349,0.0517688
9052,-6.05,46.49,46.6273,46.6532,48.6231,0.633718,46.5306,46.5338,0.0405901
9053,-6.05,46.49,46.6264,46.6522,48.6217,0.633718,46.5294,46.5324,0.0394113
9054,-6.04,46.5,46.6289,46.6546,48.6203,0.633341,46.5282,46.5314,0.0282288
9055,-6.05,46.48,46.6245,46.6502,48.6189,0.634104,46.5305,46.5328,0.0505176
9056,-6.05,46.48,46.6236,46.6492,48.6174,0.634104,46.5259,46.528,0.0458713
9057,-6.05,46.48,46.6226,46.6481,48.616,0.634104,46.5247,46.5267,0.0446887
9058,-6.05,46.48,46.6217,46.6471,48.6146,0.634104,46.5235,46.5253,0.04351
9059,-6.05,46.48,46.6208,46.6461,48.6132,0.634104,46.5223,46.5239,0.0423274
9060,-6.04,46.49,46.6233,46.6486,48.6118,0.633718,46.5211,46.5229,0.0311449
9061,-6.05,46.46,46.6189,46.6441,48.6103,0.634902,46.5234,46.5239,0.0634299
9062,-6.05,46.48,46.618,46.6431,48.6089,0.634104,46.5188,46.5198,0.0387798
9063,-6.05,46.46,46.617,46.6421,48.6075,0.634902,46.5176,46.5177,0.0575972
9064,-6.05,46.46,46.6161,46.641,48.606,0.634902,46.5164,46.5163,0.0564146
9065,-6.05,46.46,46.6151,46.64,48.6045,0.634902,46.5152,46.5149,0.0552283
9066,-6.05,46.46,46.6142,46.639,48.603,0.634902,46.514,46.5135,0.0540457
9067,-6.05,46.46,46.6133,46.638,48.6016,0.634902,46.5129,46.5121,0.0528593
9068,-6.05,46.46,46.6123,46.637,48.6001,0.634902,46.5117,46.5106,0.0516768
9069,-6.04,46.49,46.6148,46.6394,48.5989,0.633718,46.5105,46.5103,0.0204904
9070,-6.04,46.49,46.6139,46.6384,48.5976,0.633718,46.5128,46.5124,0.0227716
9071,-6.04,46.47,46.613,46.6374,48.5962,0.634498,46.5116,46.5104,0.0415891
9072,-6.05,46.46,46.6086,46.6329,48.5947,0.634902,46.5104,46.5087,0.0504065
9073,-6.04,46.49,46.6111,46.6354,48.5935,0.633718,46.5058,46.5051,0.0157526
9074,-6.04,46.47,46.6102,46.6344,48.5921,0.634498,46.508,46.5065,0.0380338
9075,-6.05,46.45,46.6058,46.6299,48.5906,0.635314,46.5068,46.5045,0.0568474
9076,-6.05,46.45,46.6048,46.6289,48.5892,0.635314,46.5022,46.4997,0.0521935
9077,-6.05,46.45,46.6039,46.6279,48.5877,0.635314,46.501,46.4983,0.0510071
9078,-6.05,46.45,46.603,46.6269,48.5863,0.635314,46.4998,46.4969,0.0498207
9079,-6.05,46.45,46.602,46.6258,48.5849,0.635314,46.4986,46.4955,0.0486305
9080,-6.05,46.45,46.6011,46.6248,48.5834,0.635314,46.4974,46.4941,0.0474403
9081,-6.04,46.46,46.6036,46.6273,48.5821,0.634902,46.4963,46.4931,0.036254
9082,-6.05,46.45,46.5992,46.6228,48.5807,0.635314,46.4985,46.4948,0.0485313
9083,-6.05,46.45,46.5983,46.6218,48.5793,0.635314,46.4939,46.4901,0.0438736
9084,-6.05,46.43,46.5973,46.6208,48.5778,0.636165,46.4927,46.488,0.0626834
9085,-6.07,46.43,46.5895,46.6128,48.5763,0.636165,46.4915,46.4866,0.0614932
9086,-6.05,46.43,46.5955,46.6187,48.5748,0.636165,46.4834,46.4784,0.0533679
9087,-6.05,46.43,46.5945,46.6177,48.5734,0.636165,46.4891,46.4837,0.059109
9088,-6.05,46.43,46.5936,46.6167,48.5719,0.636165,46.4879,46.4823,0.057915
9089,-6.04,46.46,46.5961,46.6191,48.5706,0.634902,46.4867,46.4819,0.0267249
9090,-6.05,46.43,46.5917,46.6146,48.5691,0.636165,46.489,46.483,0.0589984
9091,-6.05,46.43,46.5908,46.6136,48.5677,0.636165,46.4843,46.4782,0.0543407
9092,-6.05,46.42,46.5898,46.6126,48.5662,0.636604,46.4832,46.4765,0.0631505
9093,-6.05,46.42,46.5889,46.6116,48.5647,0.636604,46.482,46.475,0.0619565
9094,-6.05,46.43,46.588,46.6106,48.5633,0.636165,46.4808,46.4739,0.0507625
9095,-6.05,46.42,46.587,46.6095,48.5618,0.636604,46.4796,46.4722,0.0595685
9096,-6.05,46.42,46.5861,46.6085,48.5603,0.636604,46.4784,46.4708,0.0583745
9097,-6.05,46.42,46.5851,46.6075,48.5589,0.636604,46.4772,46.4694,0.0571805
9098,-6.05,46.42,46.5842,46.6065,48.5574,0.636604,46.476,46.468,0.0559865
9099,-6.05,46.42,46.5833,46.6055,48.556,0.636604,46.4748,46.4666,0.0547887
9100,-6.05,46.42,46.5823,46.6044,48.5546,0.636604,46.4736,46.4652,0.0535947
9101,-6.05,46.4,46.5814,46.6034,48.553,0.637509,46.4724,46.4631,0.0723969
9102,-6.05,46.42,46.5805,46.6024,48.5516,0.636604,46.4712,46.4623,0.0512028
9103,-6.05,46.42,46.5795,46.6014,48.5502,0.636604,46.47,46.4609,0.050005
9104,-6.07,46.4,46.5717,46.5935,48.5487,0.637509,46.4688,46.4589,0.0688072
9105,-6.05,46.4,46.5776,46.5993,48.5472,0.637509,46.4607,46.4507,0.0606781
9106,-6.05,46.4,46.5767,46.5983,48.5457,0.637509,46.4664,46.456,0.0664078
9107,-6.05,46.4,46.5758,46.5973,48.5442,0.637509,46.4652,46.4546,0.06521
9108,-6.05,46.4,46.5748,46.5962,48.5428,0.637509,46.464,46.4531,0.0640121
9109,-6.05,46.39,46.5739,46.5952,48.5412,0.637974,46.4628,46.4513,0.0728143
9110,-6.05,46.4,46.573,46.5942,48.5398,0.637509,46.4616,46.4502,0.0616165
9111,-6.05,46.4,46.572,46.5932,48.5383,0.637509,46.4604,46.4488,0.0604149
9112,-6.05,46.4,46.5711,46.5921,48.5369,0.637509,46.4592,46.4474,0.0592171
9113,-6.05,46.39,46.5701,46.5911,48.5354,0.637974,46.458,46.4456,0.0680154
9114,-6.05,46.39,46.5692,46.5901,48.5339,0.637974,46.4568,46.4442,0.0668176
9115,-6.04,46.39,46.5717,46.5925,48.5324,0.637974,46.4556,46.4428,0.065616
9116,-6.05,46.39,46.5673,46.588,48.5309,0.637974,46.4579,46.4447,0.0678819
9117,-6.05,46.39,46.5664,46.587,48.5294,0.637974,46.4532,46.4399,0.0632127
9118,-6.04,46.39,46.5689,46.5894,48.528,0.637974,46.452,46.4385,0.0620111
9119,-6.04,46.39,46.568,46.5884,48.5265,0.637974,46.4543,46.4404,0.064277
9120,-6.04,46.41,46.567,46.5874,48.5251,0.637052,46.4531,46.4397,0.0430792
9121,-6.04,46.41,46.5661,46.5864,48.5238,0.637052,46.4519,46.4384,0.0418776
9122,-6.05,46.37,46.5617,46.5819,48.5222,0.638933,46.4507,46.4357,0.080676
9123,-6.05,46.37,46.5608,46.5809,48.5207,0.638933,46.446,46.4308,0.0760068
9124,-6.05,46.37,46.5598,46.5798,48.5192,0.638933,46.4448,46.4293,0.0748051
9125,-6.05,46.37,46.5589,46.5788,48.5177,0.638933,46.4436,46.4279,0.0735997
9126,-6.05,46.37,46.558,46.5778,48.5162,0.638933,46.4424,46.4264,0.0723943
9127,-6.05,46.37,46.557,46.5767,48.5147,0.638933,46.4412,46.4249,0.0711888
9128,-6.05,46.36,46.5561,46.5757,48.5131,0.639426,46.44,46.4231,0.0799834
9129,-6.05,46.37,46.5551,46.5747,48.5116,0.638933,46.4388,46.422,0.0687779
9130,-6.05,46.37,46.5542,46.5736,48.5102,0.638933,46.4376,46.4206,0.0675725
9131,-6.05,46.36,46.5533,46.5726,48.5086,0.639426,46.4364,46.4188,0.076367
9132,-6.05,46.37,46.5523,46.5716,48.5072,0.638933,46.4352,46.4177,0.0651616
9133,-6.05,46.37,46.5514,46.5706,48.5057,0.638933,46.434,46.4163,0.0639523
9134,-6.04,46.38,46.5539,46.573,48.5043,0.638449,46.4327,46.4152,0.0527469
9135,-6.05,46.36,46.5495,46.5685,48.5028,0.639426,46.435,46.4165,0.0750052
9136,-6.05,46.37,46.5486,46.5675,48.5014,0.638933,46.4303,46.412,0.0603322
9137,-6.04,46.38,46.5511,46.5699,48.5,0.638449,46.4291,46.411,0.0491229
9138,-6.05,46.34,46.5467,46.5654,48.4984,0.640439,46.4314,46.4116,0.0913812
9139,-6.07,46.34,46.5389,46.5575,48.4968,0.640439,46.4267,46.4067,0.0867082
9140,-6.04,46.38,46.5483,46.5668,48.4955,0.638449,46.4186,46.3999,0.0385638
9141,-6.04,46.38,46.5473,46.5658,48.4942,0.638449,46.4278,46.4087,0.0477534
9142,-6.05,46.34,46.543,46.5613,48.4926,0.640439,46.4265,46.406,0.0865442
9143,-6.05,46.34,46.542,46.5603,48.4911,0.640439,46.4219,46.4011,0.0818674
9144,-6.05,46.34,46.5411,46.5592,48.4895,0.640439,46.4207,46.3996,0.0806581
9145,-6.04,46.37,46.5436,46.5617,48.4881,0.638933,46.4194,46.3992,0.0494489
9146,-6.05,46.34,46.5392,46.5572,48.4866,0.640439,46.4217,46.4002,0.0817033
9147,-6.04,46.37,46.5417,46.5596,48.4853,0.638933,46.417,46.3964,0.0470265
9148,-6.04,46.37,46.5408,46.5586,48.4839,0.638933,46.4193,46.3984,0.049281
9149,-6.07,46.32,46.5295,46.5472,48.4823,0.641488,46.4181,46.3953,0.0980717
9150,-6.05,46.33,46.5355,46.5531,48.4808,0.640959,46.4065,46.3841,0.0764598
9151,-6.05,46.33,46.5345,46.552,48.4792,0.640959,46.4122,46.3893,0.0821742
9152,-6.04,46.35,46.537,46.5544,48.4778,0.639928,46.411,46.3885,0.0609611
9153,-6.05,46.33,46.5326,46.55,48.4763,0.640959,46.4132,46.3898,0.0832156
9154,-6.05,46.33,46.5317,46.5489,48.4748,0.640959,46.4085,46.385,0.078535
9155,-6.05,46.33,46.5308,46.5479,48.4733,0.640959,46.4073,46.3835,0.0773219
9156,-6.05,46.33,46.5298,46.5469,48.4718,0.640959,46.4061,46.3821,0.076105
9157,-6.05,46.31,46.5289,46.5458,48.4702,0.642026,46.4049,46.3799,0.094892
9158,-6.05,46.33,46.528,46.5448,48.4687,0.640959,46.4037,46.3791,0.0736751
9159,-6.04,46.34,46.5305,46.5472,48.4673,0.640439,46.4025,46.378,0.0624582
9160,-6.05,46.31,46.5261,46.5427,48.4657,0.642026,46.4047,46.3789,0.0947089
9161,-6.05,46.31,46.5251,46.5417,48.4641,0.642026,46.4,46.374,0.0900282
9162,-6.05,46.31,46.5242,46.5406,48.4625,0.642026,46.3988,46.3725,0.0888113
9163,-6.04,46.35,46.5267,46.543,48.4612,0.639928,46.3976,46.3724,0.0475945
9164,-6.05,46.31,46.5223,46.5386,48.4596,0.642026,46.3998,46.3731,0.0898451
9165,-6.05,46.3,46.5214,46.5375,48.458,0.642574,46.3952,46.3679,0.0951607
9166,-6.07,46.29,46.5136,46.5296,48.4564,0.643131,46.3939,46.366,0.103944
9167,-6.05,46.31,46.5195,46.5354,48.4549,0.642026,46.3858,46.3584,0.075788
9168,-6.05,46.3,46.5186,46.5344,48.4534,0.642574,46.3915,46.3633,0.0914986
9169,-6.05,46.3,46.5176,46.5333,48.4518,0.642574,46.3903,46.3618,0.0902817
9170,-6.05,46.31,46.5167,46.5323,48.4503,0.642026,46.3891,46.3606,0.079061
9171,-6.07,46.3,46.5089,46.5244,48.4488,0.642574,46.3878,46.3588,0.0878403
9172,-6.05,46.3,46.5148,46.5302,48.4473,0.642574,46.3797,46.3507,0.0796845
9173,-6.05,46.3,46.5139,46.5292,48.4457,0.642574,46.3854,46.3559,0.0853951
9174,-6.04,46.32,46.5164,46.5316,48.4443,0.641488,46.3842,46.3551,0.0641743
9175,-6.05,46.3,46.512,46.5271,48.4428,0.642574,46.3864,46.3564,0.0864212
9176,-6.04,46.31,46.5145,46.5295,48.4413,0.642026,46.3817,46.3519,0.0717329
9177,-6.04,46.31,46.5136,46.5285,48.4399,0.642026,46.384,46.3539,0.073976
