N,I_Real,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear
312,0,51.11,51.0956,51.2282,51.3653,0.990605,51.1797,51.3689,0.0696951
313,0,51.11,51.0956,51.2283,51.3642,0.990605,51.1832,51.3712,0.0731589
314,0,51.11,51.0956,51.2283,51.3631,0.990605,51.1832,51.3701,0.0731589
315,0.01,51.14,51.099,51.2317,51.3622,0.993765,51.1832,51.3698,0.0431589
316,0,51.11,51.0956,51.2283,51.3611,0.990605,51.1866,51.3715,0.0766264
317,-0.01,51.11,51.0921,51.2249,51.3601,0.990605,51.1832,51.3671,0.0731627
318,0,51.11,51.0956,51.2284,51.359,0.990605,51.1797,51.3626,0.0696951
319,0,51.11,51.0956,51.2284,51.358,0.990605,51.1832,51.365,0.0731589
320,0.01,51.14,51.099,51.2319,51.3571,0.993765,51.1832,51.3647,0.0431589
321,-0.01,51.11,51.0921,51.225,51.356,0.990605,51.1866,51.3664,0.0766264
322,-0.01,51.11,51.0921,51.225,51.355,0.990605,51.1797,51.3586,0.0696951
323,-0.01,51.11,51.0921,51.225,51.354,0.990605,51.1797,51.3576,0.0696951
324,0,51.1,51.0955,51.2285,51.353,0.989546,51.1797,51.3564,0.0796913
325,-0.01,51.11,51.0921,51.2251,51.352,0.990605,51.1832,51.359,0.0731589
326,0,51.1,51.0955,51.2286,51.351,0.989546,51.1797,51.3543,0.0796913
327,0,51.11,51.0955,51.2286,51.35,0.990605,51.1832,51.3569,0.0731551
328,-0.01,51.11,51.0921,51.2252,51.349,0.990605,51.1832,51.3559,0.0731551
329,0.01,51.12,51.099,51.2321,51.348,0.991661,51.1797,51.3518,0.0596875
330,0,51.14,51.0955,51.2286,51.3472,0.993765,51.1866,51.3581,0.0466188
331,-0.03,51.09,51.0852,51.2183,51.3461,0.988485,51.1832,51.3526,0.0931551
332,0,51.14,51.0955,51.2287,51.3453,0.993765,51.1728,51.3427,0.0327562
333,-0.01,51.11,51.0921,51.2253,51.3443,0.990605,51.1832,51.3513,0.0731512
334,-0.01,51.11,51.0921,51.2253,51.3433,0.990605,51.1797,51.3469,0.0696837
335,0,51.11,51.0955,51.2288,51.3424,0.990605,51.1797,51.346,0.0696799
336,-0.01,51.11,51.0921,51.2253,51.3414,0.990605,51.1831,51.3484,0.0731474
337,0,51.13,51.0955,51.2288,51.3406,0.992714,51.1797,51.3446,0.0496799
338,0,51.1,51.0955,51.2288,51.3396,0.989546,51.1831,51.3463,0.0831436
339,-0.01,51.11,51.0921,51.2254,51.3386,0.990605,51.1831,51.3456,0.0731436
340,-0.01,51.11,51.0921,51.2254,51.3377,0.990605,51.1797,51.3413,0.0696761
341,-0.01,51.1,51.0921,51.2254,51.3368,0.989546,51.1797,51.3401,0.0796761
342,-0.01,51.1,51.0921,51.2255,51.3358,0.989546,51.1797,51.3392,0.0796761
343,-0.01,51.1,51.0921,51.2255,51.3348,0.989546,51.1797,51.3382,0.0796722
344,0,51.1,51.0955,51.229,51.3339,0.989546,51.1797,51.3372,0.0796722
345,0,51.11,51.0955,51.229,51.333,0.990605,51.1831,51.3399,0.073136
346,0.01,51.14,51.099,51.2324,51.3322,0.993765,51.1831,51.3398,0.043136
347,0,51.14,51.0955,51.229,51.3314,0.993765,51.1866,51.3424,0.0466035
348,-0.01,51.1,51.0921,51.2256,51.3304,0.989546,51.1831,51.3372,0.083136
349,0,51.11,51.0955,51.2291,51.3295,0.990605,51.1797,51.3331,0.0696722
350,0,51.11,51.0955,51.2291,51.3286,0.990605,51.1831,51.3356,0.073136
351,-0.01,51.11,51.0921,51.2257,51.3277,0.990605,51.1831,51.3347,0.073136
352,0,51.1,51.0955,51.2291,51.3268,0.989546,51.1797,51.3302,0.0796684
353,0,51.1,51.0955,51.2291,51.3259,0.989546,51.1831,51.3326,0.083136
354,0,51.12,51.0955,51.2292,51.325,0.991661,51.1831,51.3322,0.063136
355,-0.01,51.1,51.0921,51.2257,51.3241,0.989546,51.1831,51.3309,0.083136
356,-0.01,51.1,51.0921,51.2258,51.3232,0.989546,51.1797,51.3266,0.0796684
357,-0.01,51.1,51.0921,51.2258,51.3223,0.989546,51.1797,51.3257,0.0796646
358,0,51.12,51.0955,51.2293,51.3215,0.991661,51.1797,51.3253,0.0596646
359,-0.01,51.1,51.0921,51.2258,51.3206,0.989546,51.1831,51.3273,0.0831284
360,0,51.1,51.0955,51.2293,51.3197,0.989546,51.1797,51.3231,0.0796608
361,-0.01,51.06,51.0921,51.2259,51.3186,0.985287,51.1831,51.3245,0.123128
362,-0.03,51.06,51.0852,51.219,51.3176,0.985287,51.1797,51.3201,0.119661
363,-0.01,51.1,51.0921,51.2259,51.3167,0.989546,51.1727,51.3134,0.0727257
364,-0.01,51.1,51.0921,51.226,51.3159,0.989546,51.1797,51.3193,0.0796532
365,-0.01,51.1,51.0921,51.226,51.315,0.989546,51.1797,51.3184,0.0796532
366,0,51.1,51.0955,51.2294,51.3141,0.989546,51.1796,51.3175,0.0796494
367,0,51.1,51.0955,51.2295,51.3132,0.989546,51.1831,51.32,0.0831131
368,-0.01,51.1,51.0921,51.226,51.3124,0.989546,51.1831,51.3192,0.0831131
369,0,51.12,51.0955,51.2295,51.3116,0.991661,51.1796,51.3155,0.0596455
370,-0.01,51.1,51.0921,51.2261,51.3107,0.989546,51.1831,51.3175,0.0831131
371,-0.03,51.07,51.0852,51.2192,51.3097,0.986356,51.1796,51.3125,0.109646
372,0,51.1,51.0955,51.2296,51.3089,0.989546,51.1727,51.3056,0.0727104
373,0,51.1,51.0955,51.2296,51.3081,0.989546,51.1831,51.3149,0.0831055
374,-0.01,51.1,51.0921,51.2262,51.3072,0.989546,51.1831,51.314,0.0831055
375,0,51.12,51.0955,51.2296,51.3064,0.991661,51.1796,51.3104,0.0596379
376,0,51.1,51.0955,51.2297,51.3056,0.989546,51.1831,51.3124,0.0831055
377,0,51.1,51.0955,51.2297,51.3048,0.989546,51.1831,51.3116,0.0831055
378,0,51.1,51.0955,51.2297,51.3039,0.989546,51.1831,51.3107,0.0831055
379,-0.03,51.07,51.0852,51.2194,51.303,0.986356,51.1831,51.3091,0.113105
380,0,51.12,51.0955,51.2297,51.3022,0.991661,51.1727,51.2994,0.0527028
381,-0.01,51.1,51.092,51.2263,51.3014,0.989546,51.1831,51.3083,0.0830978
382,0,51.1,51.0955,51.2298,51.3006,0.989546,51.1796,51.3041,0.0796303
383,0,51.1,51.0955,51.2298,51.2998,0.989546,51.1831,51.3066,0.0830978
384,0.01,51.12,51.0989,51.2333,51.299,0.991661,51.1831,51.3064,0.0630978
385,0,51.1,51.0955,51.2299,51.2982,0.989546,51.1866,51.3084,0.0865616
386,-0.01,51.1,51.092,51.2264,51.2974,0.989546,51.1831,51.3042,0.0830978
387,-0.01,51.1,51.092,51.2264,51.2966,0.989546,51.1796,51.3001,0.0796303
388,0.01,51.12,51.0989,51.2334,51.2958,0.991661,51.1796,51.2998,0.0596303
389,0.01,51.11,51.0989,51.2334,51.2951,0.990605,51.1866,51.3056,0.0765616
390,0,51.1,51.0955,51.23,51.2942,0.989546,51.1866,51.3045,0.0865616
391,0,51.12,51.0955,51.23,51.2935,0.991661,51.1831,51.3009,0.0630978
392,-0.01,51.1,51.092,51.2266,51.2927,0.989546,51.1831,51.2996,0.0830978
393,-0.01,51.1,51.092,51.2266,51.2919,0.989546,51.1796,51.2955,0.0796303
394,0,51.1,51.0955,51.23,51.2912,0.989546,51.1796,51.2947,0.0796303
395,-0.01,51.1,51.092,51.2266,51.2904,0.989546,51.1831,51.2973,0.083094
396,0,51.08,51.0955,51.2301,51.2895,0.987422,51.1796,51.2925,0.0996265
397,-0.01,51.07,51.092,51.2267,51.2886,0.986356,51.1831,51.2948,0.113094
398,0.01,51.12,51.0989,51.2336,51.2879,0.991661,51.1796,51.292,0.0596265
399,0,51.11,51.0955,51.2301,51.2872,0.990605,51.1866,51.2977,0.0765578
400,-0.01,51.1,51.092,51.2267,51.2864,0.989546,51.1831,51.2933,0.083094
401,-0.03,51.07,51.0851,51.2199,51.2855,0.986356,51.1796,51.2883,0.109626
402,0,51.08,51.0955,51.2302,51.2847,0.987422,51.1727,51.281,0.0926913
403,-0.01,51.08,51.092,51.2268,51.2838,0.987422,51.1831,51.2903,0.103086
404,0.01,51.11,51.0989,51.2337,51.2831,0.990605,51.1796,51.287,0.0696188
405,-0.01,51.1,51.092,51.2268,51.2823,0.989546,51.1866,51.2927,0.0865501
406,0,51.1,51.0955,51.2303,51.2816,0.989546,51.1796,51.2852,0.0796188
407,-0.03,51.07,51.0851,51.22,51.2807,0.986356,51.1831,51.2869,0.113086
408,-0.03,51.06,51.0851,51.22,51.2798,0.985287,51.1727,51.2757,0.112684
409,0,51.08,51.0955,51.2304,51.279,0.987422,51.1727,51.2754,0.0926799
410,0,51.11,51.0955,51.2304,51.2783,0.990605,51.1831,51.2856,0.073075
411,0,51.1,51.0955,51.2304,51.2776,0.989546,51.1831,51.2846,0.0830749
412,-0.01,51.08,51.092,51.227,51.2768,0.987422,51.1831,51.2833,0.103075
413,-0.01,51.1,51.092,51.227,51.276,0.989546,51.1796,51.2797,0.0796074
414,0,51.1,51.0955,51.2305,51.2753,0.989546,51.1796,51.279,0.0796036
415,-0.01,51.07,51.092,51.227,51.2745,0.986356,51.1831,51.2807,0.113071
416,0.01,51.11,51.0989,51.2339,51.2738,0.990605,51.1796,51.2778,0.0696036
417,0.01,51.11,51.0989,51.234,51.2731,0.990605,51.1865,51.2838,0.0765349
418,0,51.08,51.0955,51.2305,51.2723,0.987422,51.1865,51.2822,0.106539
419,0,51.11,51.0955,51.2306,51.2716,0.990605,51.1831,51.279,0.0730711
420,0,51.1,51.0955,51.2306,51.2708,0.989546,51.1831,51.278,0.0830711
421,0,51.1,51.0955,51.2306,51.2701,0.989546,51.1831,51.2773,0.0830711
422,0,51.08,51.0955,51.2306,51.2693,0.987422,51.1831,51.2759,0.103071
423,0,51.08,51.0955,51.2306,51.2685,0.987422,51.1831,51.2751,0.103071
424,0,51.1,51.0955,51.2307,51.2678,0.989546,51.1831,51.275,0.0830711
425,0,51.08,51.0955,51.2307,51.267,0.987422,51.1831,51.2737,0.103071
426,0,51.08,51.0955,51.2307,51.2662,0.987422,51.1831,51.2729,0.103071
427,-0.01,51.07,51.092,51.2273,51.2654,0.986356,51.1831,51.2718,0.113071
428,0,51.1,51.0955,51.2308,51.2647,0.989546,51.1796,51.2686,0.0796036
429,0,51.08,51.0955,51.2308,51.2639,0.987422,51.1831,51.2706,0.103071
430,0.01,51.11,51.0989,51.2342,51.2633,0.990605,51.1831,51.2708,0.0730711
431,0,51.1,51.0955,51.2308,51.2626,0.989546,51.1865,51.2732,0.0865387
432,0,51.08,51.0955,51.2308,51.2618,0.987422,51.1831,51.2685,0.103071
433,0,51.08,51.0955,51.2309,51.261,0.987422,51.1831,51.2677,0.103071
434,0,51.12,51.0955,51.2309,51.2604,0.991661,51.1831,51.2682,0.0630711
435,-0.01,51.08,51.092,51.2275,51.2597,0.987422,51.1831,51.2664,0.103071
436,-0.01,51.1,51.092,51.2275,51.259,0.989546,51.1796,51.2629,0.0796036
437,-0.03,51.06,51.0851,51.2206,51.2582,0.985287,51.1796,51.261,0.119604
438,-0.01,51.1,51.092,51.2275,51.2575,0.989546,51.1727,51.2547,0.0726685
439,0,51.08,51.0955,51.231,51.2568,0.987422,51.1796,51.2602,0.0995959
440,0.01,51.12,51.0989,51.2344,51.2562,0.991661,51.1831,51.2641,0.0630597
441,0,51.1,51.0955,51.231,51.2555,0.989546,51.1865,51.2662,0.0865273
442,-0.01,51.06,51.092,51.2276,51.2547,0.985287,51.1831,51.2609,0.123064
443,0,51.08,51.0955,51.231,51.2539,0.987422,51.1796,51.2574,0.0995959
444,0.01,51.11,51.0989,51.2345,51.2533,0.990605,51.1831,51.261,0.0730597
445,0,51.1,51.0955,51.2311,51.2526,0.989546,51.1865,51.2634,0.0865273
446,0,51.08,51.0955,51.2311,51.2519,0.987422,51.1831,51.2587,0.103064
447,0,51.08,51.0955,51.2311,51.2512,0.987422,51.1831,51.258,0.103064
448,0,51.08,51.0955,51.2311,51.2504,0.987422,51.1831,51.2573,0.103064
449,0,51.1,51.0955,51.2312,51.2498,0.989546,51.1831,51.2572,0.0830635
450,-0.01,51.06,51.092,51.2277,51.249,0.985287,51.1831,51.2553,0.123064
451,0,51.08,51.0955,51.2312,51.2483,0.987422,51.1796,51.2518,0.0995959
452,0.01,51.12,51.0989,51.2347,51.2477,0.991661,51.1831,51.2557,0.0630597
453,0,51.08,51.0955,51.2312,51.247,0.987422,51.1865,51.2572,0.106527
454,0,51.08,51.0955,51.2313,51.2462,0.987422,51.1831,51.2531,0.103064
455,0.01,51.11,51.0989,51.2347,51.2456,0.990605,51.1831,51.2534,0.0730635
456,-0.03,51.06,51.0851,51.221,51.2448,0.985287,51.1865,51.2546,0.126531
457,0,51.08,51.0955,51.2313,51.2441,0.987422,51.1727,51.241,0.0926646
458,0,51.12,51.0955,51.2313,51.2436,0.991661,51.1831,51.2517,0.0630597
459,-0.01,51.06,51.092,51.2279,51.2428,0.985287,51.1831,51.2492,0.12306
460,0,51.08,51.0955,51.2314,51.2421,0.987422,51.1796,51.2457,0.0995921
461,0,51.08,51.0955,51.2314,51.2414,0.987422,51.1831,51.2484,0.103056
462,0,51.08,51.0955,51.2314,51.2407,0.987422,51.1831,51.2477,0.103056
463,0,51.1,51.0955,51.2314,51.2401,0.989546,51.1831,51.2477,0.0830559
464,0,51.08,51.0955,51.2315,51.2394,0.987422,51.1831,51.2464,0.103056
465,0,51.08,51.0955,51.2315,51.2387,0.987422,51.1831,51.2457,0.103056
466,0,51.1,51.0955,51.2315,51.2381,0.989546,51.1831,51.2457,0.0830559
467,0,51.08,51.0955,51.2315,51.2374,0.987422,51.1831,51.2445,0.103056
468,0,51.08,51.0955,51.2315,51.2367,0.987422,51.1831,51.2438,0.103056
469,-0.01,51.06,51.092,51.2281,51.2359,0.985287,51.1831,51.2424,0.123056
470,0,51.1,51.0955,51.2316,51.2353,0.989546,51.1796,51.2397,0.0795921
471,0,51.1,51.0955,51.2316,51.2347,0.989546,51.1831,51.2424,0.0830559
472,0,51.08,51.0955,51.2316,51.2341,0.987422,51.1831,51.2412,0.103056
473,0.01,51.12,51.0989,51.2351,51.2335,0.991661,51.1831,51.2419,0.0630559
474,0.01,51.12,51.0989,51.2351,51.233,0.991661,51.1865,51.2447,0.0665234
475,-0.01,51.06,51.092,51.2282,51.2323,0.985287,51.1865,51.2422,0.126523
476,0,51.08,51.0955,51.2317,51.2316,0.987422,51.1796,51.2354,0.0995921
477,0,51.08,51.0955,51.2317,51.2309,0.987422,51.1831,51.2381,0.103056
478,0,51.08,51.0955,51.2317,51.2303,0.987422,51.1831,51.2375,0.103056
479,0,51.08,51.0955,51.2317,51.2296,0.987422,51.1831,51.2368,0.103056
480,0,51.08,51.0955,51.2317,51.2289,0.987422,51.1831,51.2361,0.103056
481,-0.01,51.07,51.092,51.2283,51.2282,0.986356,51.1831,51.2352,0.113056
482,0,51.08,51.0955,51.2318,51.2276,0.987422,51.1796,51.2315,0.0995921
483,0,51.08,51.0955,51.2318,51.2269,0.987422,51.1831,51.2342,0.103056
484,0.01,51.11,51.0989,51.2353,51.2264,0.990605,51.1831,51.2346,0.0730559
485,0,51.1,51.0955,51.2318,51.2258,0.989546,51.1865,51.2371,0.0865234
486,0.01,51.11,51.0989,51.2353,51.2253,0.990605,51.1831,51.2335,0.0730559
487,0,51.1,51.0955,51.2319,51.2247,0.989546,51.1865,51.236,0.0865234
488,-0.01,51.08,51.092,51.2284,51.2241,0.987422,51.1831,51.2314,0.10306
489,0,51.08,51.0955,51.2319,51.2234,0.987422,51.1796,51.2274,0.0995921
490,0,51.08,51.0955,51.2319,51.2228,0.987422,51.1831,51.2301,0.103056
491,0,51.08,51.0955,51.2319,51.2221,0.987422,51.1831,51.2295,0.103056
492,0,51.08,51.0955,51.2319,51.2215,0.987422,51.1831,51.2289,0.103056
493,0,51.1,51.0955,51.232,51.2209,0.989546,51.1831,51.2289,0.0830559
494,0,51.08,51.0955,51.232,51.2203,0.987422,51.1831,51.2277,0.103056
495,0,51.1,51.0955,51.232,51.2198,0.989546,51.1831,51.2278,0.0830559
496,0,51.1,51.0955,51.232,51.2192,0.989546,51.1831,51.2272,0.0830559
497,0,51.08,51.0955,51.232,51.2186,0.987422,51.1831,51.226,0.103056
498,-0.01,51.08,51.092,51.2286,51.218,0.987422,51.1831,51.2254,0.103056
499,0,51.1,51.0955,51.2321,51.2174,0.989546,51.1796,51.2221,0.0795921
500,0.01,51.12,51.0989,51.2355,51.217,0.991661,51.1831,51.2257,0.0630559
501,0,51.1,51.0955,51.2321,51.2164,0.989546,51.1865,51.2279,0.0865234
502,0,51.08,51.0955,51.2321,51.2158,0.987422,51.1831,51.2233,0.103056
503,-0.01,51.07,51.092,51.2287,51.2151,0.986356,51.1831,51.2224,0.113056
504,-0.01,51.08,51.092,51.2287,51.2145,0.987422,51.1796,51.2187,0.0995921
505,0.01,51.12,51.0989,51.2356,51.2141,0.991661,51.1796,51.2195,0.0595883
506,0.01,51.12,51.0989,51.2356,51.2137,0.991661,51.1865,51.2258,0.0665196
507,0.01,51.11,51.0989,51.2356,51.2132,0.990605,51.1865,51.225,0.0765234
508,0,51.08,51.0955,51.2322,51.2125,0.987422,51.1865,51.2235,0.106523
509,0,51.08,51.0955,51.2322,51.2119,0.987422,51.1831,51.2195,0.10306
510,0,51.08,51.0955,51.2322,51.2113,0.987422,51.1831,51.2189,0.10306
511,0.01,51.11,51.0989,51.2357,51.2109,0.990605,51.1831,51.2194,0.0730597
512,0,51.08,51.0955,51.2323,51.2102,0.987422,51.1865,51.2212,0.106527
513,0,51.1,51.0955,51.2323,51.2097,0.989546,51.1831,51.218,0.0830597
514,0.01,51.11,51.0989,51.2357,51.2093,0.990605,51.1831,51.2178,0.0730597
515,0,51.08,51.0955,51.2323,51.2086,0.987422,51.1865,51.2197,0.106527
516,0,51.08,51.0955,51.2323,51.2081,0.987422,51.1831,51.2157,0.103064
517,0,51.08,51.0955,51.2323,51.2075,0.987422,51.1831,51.2151,0.103064
518,0,51.08,51.0955,51.2323,51.2069,0.987422,51.1831,51.2146,0.103064
519,-0.01,51.08,51.092,51.2289,51.2063,0.987422,51.1831,51.214,0.103064
520,0,51.08,51.0955,51.2324,51.2057,0.987422,51.1796,51.2101,0.0995959
521,0,51.08,51.0955,51.2324,51.2051,0.987422,51.1831,51.2129,0.10306
522,0,51.08,51.0955,51.2324,51.2046,0.987422,51.1831,51.2123,0.10306
523,0,51.1,51.0955,51.2324,51.2041,0.989546,51.1831,51.2124,0.0830597
524,0,51.1,51.0955,51.2324,51.2036,0.989546,51.1831,51.212,0.0830597
525,0,51.08,51.0955,51.2324,51.203,0.987422,51.1831,51.2108,0.10306
526,-0.03,51.07,51.0851,51.2221,51.2024,0.986356,51.1831,51.2099,0.11306
527,0,51.1,51.0955,51.2325,51.2019,0.989546,51.1727,51.2003,0.0726608
528,0,51.08,51.0955,51.2325,51.2014,0.987422,51.1831,51.2092,0.103056
529,0,51.1,51.0955,51.2325,51.2009,0.989546,51.1831,51.2093,0.0830559
530,0,51.1,51.0955,51.2325,51.2004,0.989546,51.1831,51.2089,0.0830559
531,0,51.1,51.0955,51.2325,51.1999,0.989546,51.1831,51.2084,0.0830559
532,0,51.08,51.0955,51.2325,51.1994,0.987422,51.1831,51.2072,0.103056
533,-0.01,51.08,51.092,51.2291,51.1988,0.987422,51.1831,51.2067,0.103056
534,-0.01,51.08,51.092,51.2291,51.1983,0.987422,51.1796,51.2028,0.0995883
535,-0.01,51.1,51.092,51.2291,51.1978,0.989546,51.1796,51.203,0.0795883
536,-0.01,51.08,51.092,51.2291,51.1973,0.987422,51.1796,51.2018,0.0995845
537,-0.01,51.1,51.092,51.2291,51.1968,0.989546,51.1796,51.202,0.0795845
538,0,51.08,51.0955,51.2326,51.1963,0.987422,51.1796,51.2009,0.0995807
539,0,51.08,51.0955,51.2326,51.1957,0.987422,51.183,51.2037,0.103048
540,0.01,51.12,51.0989,51.2361,51.1953,0.991661,51.183,51.2046,0.0630483
541,0,51.08,51.0955,51.2326,51.1948,0.987422,51.1865,51.2061,0.106512
542,-0.01,51.1,51.092,51.2292,51.1943,0.989546,51.183,51.203,0.0830482
543,0,51.1,51.0955,51.2327,51.1939,0.989546,51.1796,51.1992,0.0795807
544,0,51.08,51.0955,51.2327,51.1933,0.987422,51.183,51.2014,0.103048
545,0,51.1,51.0955,51.2327,51.1929,0.989546,51.183,51.2016,0.0830482
546,-0.01,51.06,51.092,51.2293,51.1923,0.985287,51.183,51.1997,0.123048
547,-0.01,51.07,51.092,51.2293,51.1917,0.986356,51.1796,51.1961,0.109581
548,0,51.08,51.0954,51.2327,51.1912,0.987422,51.1796,51.1959,0.0995769
549,0.01,51.12,51.0989,51.2362,51.1908,0.991661,51.183,51.2002,0.0630444
550,0,51.1,51.0955,51.2328,51.1904,0.989546,51.1865,51.2025,0.086512
551,0,51.08,51.0955,51.2328,51.1898,0.987422,51.183,51.198,0.103044
552,0,51.1,51.0955,51.2328,51.1894,0.989546,51.183,51.1982,0.0830444
553,-0.01,51.07,51.092,51.2293,51.1888,0.986356,51.183,51.1967,0.113044
554,-0.01,51.1,51.092,51.2294,51.1884,0.989546,51.1796,51.1939,0.0795769
555,0,51.08,51.0954,51.2328,51.1879,0.987422,51.1796,51.1927,0.0995769
556,-0.01,51.08,51.092,51.2294,51.1874,0.987422,51.183,51.1956,0.103041
557,-0.01,51.07,51.092,51.2294,51.1868,0.986356,51.1796,51.1914,0.109573
558,0,51.08,51.0954,51.2328,51.1863,0.987422,51.1796,51.1912,0.0995731
559,0.01,51.12,51.0989,51.2363,51.186,0.991661,51.183,51.1955,0.0630368
560,0,51.1,51.0954,51.2329,51.1856,0.989546,51.1865,51.1978,0.0865044
561,0,51.1,51.0954,51.2329,51.1851,0.989546,51.183,51.194,0.0830406
562,0,51.08,51.0954,51.2329,51.1846,0.987422,51.183,51.1929,0.103041
563,-0.01,51.08,51.092,51.2295,51.1841,0.987422,51.183,51.1924,0.103041
564,-0.01,51.1,51.092,51.2295,51.1837,0.989546,51.1796,51.1893,0.0795731
565,-0.01,51.1,51.092,51.2295,51.1833,0.989546,51.1796,51.1889,0.0795731
566,-0.01,51.08,51.092,51.2295,51.1828,0.987422,51.1796,51.1878,0.0995692
567,0,51.08,51.0954,51.2329,51.1823,0.987422,51.1796,51.1873,0.0995692
568,0,51.1,51.0954,51.233,51.1819,0.989546,51.183,51.1909,0.083033
569,-0.01,51.06,51.092,51.2295,51.1813,0.985287,51.183,51.1891,0.123033
570,0,51.08,51.0954,51.233,51.1809,0.987422,51.1796,51.1859,0.0995654
571,0,51.1,51.0954,51.233,51.1805,0.989546,51.183,51.1895,0.0830292
572,0,51.1,51.0954,51.233,51.1801,0.989546,51.183,51.1891,0.0830292
573,-0.01,51.1,51.092,51.2296,51.1797,0.989546,51.183,51.1887,0.0830292
574,0,51.1,51.0954,51.233,51.1793,0.989546,51.1796,51.185,0.0795654
575,0,51.1,51.0954,51.233,51.1789,0.989546,51.183,51.1879,0.0830292
576,0,51.08,51.0954,51.233,51.1784,0.987422,51.183,51.1868,0.103029
577,0,51.11,51.0954,51.233,51.178,0.990605,51.183,51.1874,0.0730292
578,0,51.1,51.0954,51.2331,51.1776,0.989546,51.183,51.1867,0.0830292
579,0,51.08,51.0954,51.2331,51.1772,0.987422,51.183,51.1856,0.103029
580,-0.01,51.1,51.092,51.2296,51.1768,0.989546,51.183,51.1859,0.0830292
581,0,51.08,51.0954,51.2331,51.1763,0.987422,51.1796,51.1814,0.0995616
582,0,51.1,51.0954,51.2331,51.1759,0.989546,51.183,51.1851,0.0830292
583,0,51.1,51.0954,51.2331,51.1755,0.989546,51.183,51.1847,0.0830292
584,-0.01,51.1,51.092,51.2297,51.1751,0.989546,51.183,51.1843,0.0830292
585,0,51.1,51.0954,51.2331,51.1748,0.989546,51.1796,51.1806,0.0795616
586,0,51.08,51.0954,51.2331,51.1743,0.987422,51.183,51.1829,0.103025
587,0,51.08,51.0954,51.2331,51.1738,0.987422,51.183,51.1824,0.103025
588,-0.01,51.07,51.092,51.2297,51.1733,0.986356,51.183,51.1816,0.113025
589,0,51.08,51.0954,51.2332,51.1729,0.987422,51.1796,51.1781,0.0995578
590,0,51.08,51.0954,51.2332,51.1724,0.987422,51.183,51.181,0.103025
591,0.01,51.12,51.0989,51.2366,51.1721,0.991661,51.183,51.182,0.0630254
592,0,51.12,51.0954,51.2332,51.1718,0.991661,51.1865,51.1851,0.0664891
593,-0.01,51.07,51.092,51.2298,51.1713,0.986356,51.183,51.1797,0.113025
594,0.01,51.12,51.0989,51.2367,51.1711,0.991661,51.1796,51.1776,0.0595578
595,-0.01,51.06,51.092,51.2298,51.1705,0.985287,51.1865,51.1819,0.126489
596,-0.01,51.1,51.092,51.2298,51.1702,0.989546,51.1796,51.1761,0.0795578
597,0,51.1,51.0954,51.2332,51.1698,0.989546,51.1796,51.1758,0.0795578
598,-0.01,51.1,51.092,51.2298,51.1694,0.989546,51.183,51.1788,0.0830215
599,0,51.1,51.0954,51.2332,51.1691,0.989546,51.1796,51.1751,0.079554
600,0.01,51.12,51.0989,51.2367,51.1688,0.991661,51.183,51.1788,0.0630215
601,-0.01,51.07,51.092,51.2298,51.1683,0.986356,51.1865,51.1801,0.116489
602,-0.01,51.1,51.092,51.2298,51.168,0.989546,51.1796,51.174,0.079554
603,-0.01,51.08,51.092,51.2298,51.1676,0.987422,51.1796,51.173,0.099554
604,0,51.1,51.0954,51.2333,51.1672,0.989546,51.1796,51.1733,0.0795502
605,-0.01,51.08,51.092,51.2298,51.1668,0.987422,51.183,51.1756,0.103018
606,-0.01,51.08,51.092,51.2299,51.1664,0.987422,51.1796,51.1718,0.0995502
607,-0.01,51.1,51.092,51.2299,51.166,0.989546,51.1795,51.1721,0.0795464
608,-0.01,51.1,51.092,51.2299,51.1657,0.989546,51.1795,51.1718,0.0795464
609,-0.01,51.1,51.092,51.2299,51.1654,0.989546,51.1795,51.1715,0.0795464
610,0,51.1,51.0954,51.2333,51.165,0.989546,51.1795,51.1711,0.0795425
611,-0.01,51.1,51.092,51.2299,51.1647,0.989546,51.183,51.1742,0.0830063
612,0,51.1,51.0954,51.2333,51.1644,0.989546,51.1795,51.1705,0.0795425
613,-0.01,51.1,51.092,51.2299,51.164,0.989546,51.183,51.1735,0.0830063
614,-0.01,51.08,51.092,51.2299,51.1636,0.987422,51.1795,51.1691,0.0995387
615,-0.01,51.1,51.092,51.2299,51.1633,0.989546,51.1795,51.1694,0.0795387
616,-0.01,51.1,51.092,51.2299,51.163,0.989546,51.1795,51.1691,0.0795349
617,-0.01,51.1,51.092,51.2299,51.1626,0.989546,51.1795,51.1688,0.0795349
618,-0.01,51.1,51.092,51.2299,51.1623,0.989546,51.1795,51.1685,0.0795311
619,-0.01,51.1,51.092,51.2299,51.162,0.989546,51.1795,51.1682,0.0795311
620,0,51.1,51.0954,51.2334,51.1617,0.989546,51.1795,51.1679,0.0795273
621,0,51.11,51.0954,51.2334,51.1614,0.990605,51.183,51.1713,0.0729948
622,-0.01,51.08,51.092,51.23,51.161,0.987422,51.183,51.1699,0.102995
623,-0.01,51.11,51.092,51.23,51.1607,0.990605,51.1795,51.1673,0.0695273
624,-0.01,51.1,51.092,51.23,51.1604,0.989546,51.1795,51.1667,0.0795235
625,0,51.12,51.0954,51.2334,51.1602,0.991661,51.1795,51.1671,0.0595235
626,-0.01,51.1,51.092,51.23,51.1599,0.989546,51.183,51.1695,0.0829872
